Category,Staff code,Date
Infraction,RCS,27/09/2016
Incomplete Work,DJC,27/09/2016
Academic EXC Independent,CAM,27/09/2016
Academic EXC Independent,CAM,27/09/2016
Co-Curricular EXC Creative,CAM,27/09/2016
Incomplete Work,YDU,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Motivated,ARE,27/09/2016
Academic EXC Motivated,ARE,27/09/2016
Incomplete Work,YDU,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Motivated,ERM,27/09/2016
Academic EXC Independent,ARE,27/09/2016
Academic EXC Motivated,ARE,27/09/2016
Academic EXC Motivated,ARE,27/09/2016
Academic EXC Motivated,ARE,27/09/2016
Academic EXC Independent,ARE,27/09/2016
Academic EXC Motivated,AWD,27/09/2016
Incomplete Work,CDP,27/09/2016
Incomplete Work,CDP,27/09/2016
Incomplete Work,CDP,27/09/2016
Incomplete Work,CDP,27/09/2016
Incomplete Work,CDP,27/09/2016
Infraction,HG,28/09/2016
Infraction,HG,28/09/2016
Infraction,HG,28/09/2016
Infraction,HG,28/09/2016
Academic EXC Curious,ARE,28/09/2016
Academic EXC Independent,ARE,28/09/2016
Academic EXC Motivated,AWD,28/09/2016
Academic EXC Motivated,AWD,28/09/2016
Academic EXC Motivated,AWD,28/09/2016
Academic EXC Motivated,AWD,28/09/2016
Academic EXC Motivated,AWD,28/09/2016
Academic EXC Motivated,AWD,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Incomplete Work,AWD,28/09/2016
Incomplete Work,AWD,28/09/2016
Incomplete Work,AWD,28/09/2016
Academic EXC Determined,JLP,28/09/2016
Academic EXC Determined,JLP,28/09/2016
Academic EXC Determined,JLP,28/09/2016
Academic EXC Determined,JLP,28/09/2016
Academic EXC Determined,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Determined,JLP,28/09/2016
Academic EXC Determined,JLP,28/09/2016
Infraction,MJM,28/09/2016
Academic EXC Motivated,JKC,28/09/2016
Academic EXC Determined,PWGM,28/09/2016
Academic EXC Determined,PWGM,28/09/2016
Academic EXC Determined,PWGM,28/09/2016
Academic EXC Determined,PWGM,28/09/2016
Academic EXC Determined,PWGM,28/09/2016
Academic EXC Determined,PWGM,28/09/2016
Academic EXC Determined,PWGM,28/09/2016
Academic EXC Motivated,TWE,28/09/2016
Academic EXC Motivated,TWE,28/09/2016
Academic EXC Motivated,TWE,28/09/2016
Academic EXC Motivated,TWE,28/09/2016
Academic EXC Motivated,TWE,28/09/2016
Academic EXC General,KFS,28/09/2016
Academic EXC General,KFS,28/09/2016
Academic EXC General,KFS,28/09/2016
Academic EXC General,KFS,28/09/2016
Incomplete Work,CAM,28/09/2016
Incomplete Work,RBC,28/09/2016
Incomplete Work,RBC,28/09/2016
Incomplete Work,RBC,28/09/2016
Infraction,SLK,28/09/2016
Co-Curricular EXC Creative,DRM,28/09/2016
Co-Curricular EXC Creative,DRM,28/09/2016
Co-Curricular EXC Creative,DRM,28/09/2016
Incomplete Work,CAM,28/09/2016
Academic EXC Determined,KNC,28/09/2016
Academic EXC Determined,KNC,28/09/2016
Academic EXC Determined,KNC,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,KNC,28/09/2016
Co-Curricular EXC Determined,GJH,28/09/2016
Academic EXC Motivated,GJH,28/09/2016
Academic EXC Motivated,GJH,28/09/2016
Academic EXC Creative,DRM,28/09/2016
Academic EXC Determined,JEA,28/09/2016
Academic EXC Creative,JEA,28/09/2016
Academic EXC Creative,JEA,28/09/2016
Academic EXC General,GSL,28/09/2016
Academic EXC Determined,GM,28/09/2016
Academic EXC Motivated,GM,28/09/2016
Incomplete Work,TWE,28/09/2016
Academic EXC Determined,AWD,28/09/2016
Academic EXC Motivated,AWD,28/09/2016
Academic EXC Independent,AWD,28/09/2016
Academic EXC Independent,AWD,28/09/2016
Academic EXC Independent,AWD,28/09/2016
Academic EXC Motivated,AWD,28/09/2016
Academic EXC Motivated,AWD,28/09/2016
Co-Curricular EXC Open-minded,TWE,28/09/2016
Co-Curricular EXC Open-minded,TWE,28/09/2016
Co-Curricular EXC Open-minded,TWE,28/09/2016
Co-Curricular EXC Open-minded,TWE,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Determined,JLP,28/09/2016
Incomplete Work,PSJ,28/09/2016
Incomplete Work,PSJ,28/09/2016
Incomplete Work,PSJ,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Academic EXC Motivated,JLP,28/09/2016
Incomplete Work,GSL,28/09/2016
Academic EXC Determined,PWGM,28/09/2016
Academic EXC Motivated,JKC,28/09/2016
Infraction,JKC,28/09/2016
Infraction,JKC,28/09/2016
Incomplete Work,AM,28/09/2016
Incomplete Work,AM,28/09/2016
Co-Curricular EXC General,ARE,28/09/2016
Infraction,MJM,28/09/2016
Infraction,RMDJ,28/09/2016
Infraction,ERM,28/09/2016
Co-Curricular EXC General,AM,28/09/2016
Academic EXC General,AM,28/09/2016
Co-Curricular EXC General,AM,28/09/2016
Co-Curricular EXC General,AM,28/09/2016
Academic EXC Independent,LJA,28/09/2016
Academic EXC Independent,LJA,28/09/2016
Academic EXC Independent,LJA,28/09/2016
Academic EXC Independent,LJA,28/09/2016
Academic EXC Independent,LJA,28/09/2016
Co-Curricular EXC General,AM,28/09/2016
Co-Curricular EXC General,AM,28/09/2016
Co-Curricular EXC General,AM,28/09/2016
Co-Curricular EXC General,AM,28/09/2016
Co-Curricular EXC General,AM,28/09/2016
Co-Curricular EXC General,JKC,28/09/2016
Co-Curricular EXC General,JKC,28/09/2016
Co-Curricular EXC General,JKC,28/09/2016
Incomplete Work,LJA,28/09/2016
Random Act of Kindness - Good College Spirit EXC,LJA,28/09/2016
Random Act of Kindness - Good College Spirit EXC,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Determined,LJA,28/09/2016
Academic EXC Motivated,CMLK,28/09/2016
Infraction,CMLK,28/09/2016
Academic EXC Motivated,CMLK,28/09/2016
Academic EXC Motivated,CMLK,28/09/2016
Infraction,CMLK,28/09/2016
Infraction,CMLK,28/09/2016
Infraction,SLK,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Co-Curricular EXC Determined,DRM,28/09/2016
Academic EXC Motivated,CDP,28/09/2016
Academic EXC Motivated,CDP,28/09/2016
Academic EXC Motivated,CDP,28/09/2016
Academic EXC Motivated,CDP,28/09/2016
Co-Curricular EXC General,JH,28/09/2016
Co-Curricular EXC General,JH,28/09/2016
Academic EXC Independent,APRD,28/09/2016
Academic EXC Independent,APRD,28/09/2016
Academic EXC Independent,APRD,28/09/2016
Academic EXC Determined,JH,28/09/2016
Infraction,CAM,29/09/2016
Academic EXC Independent,CAM,29/09/2016
Academic EXC Independent,LJA,29/09/2016
Academic EXC Independent,LJA,29/09/2016
Academic EXC Independent,LJA,29/09/2016
Academic EXC Independent,LJA,29/09/2016
Academic EXC Independent,LJA,29/09/2016
Academic EXC Independent,LJA,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Independent,LJA,29/09/2016
Academic EXC Independent,LJA,29/09/2016
Academic EXC General,DJB,29/09/2016
Academic EXC General,DJB,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Incomplete Work,TW,29/09/2016
Incomplete Work,TW,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Motivated,YDU,29/09/2016
Academic EXC Independent,ARE,29/09/2016
Academic EXC Independent,PAW,29/09/2016
Academic EXC Motivated,JLP,29/09/2016
Academic EXC Motivated,JLP,29/09/2016
Academic EXC Motivated,JLP,29/09/2016
Academic EXC Motivated,JLP,29/09/2016
Academic EXC Motivated,JLP,29/09/2016
Academic EXC Motivated,JLP,29/09/2016
Academic EXC Motivated,JLP,29/09/2016
Academic EXC Determined,JLP,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Creative,GSL,29/09/2016
Academic EXC Independent,ADD,29/09/2016
Academic EXC Independent,ADD,29/09/2016
Academic EXC Independent,ADD,29/09/2016
Academic EXC Independent,ADD,29/09/2016
Incomplete Work,TWE,29/09/2016
Incomplete Work,TWE,29/09/2016
Academic EXC Determined,GM,29/09/2016
Academic EXC Determined,GM,29/09/2016
Academic EXC Motivated,SLK,29/09/2016
Academic EXC Motivated,SLK,29/09/2016
Academic EXC Motivated,SLK,29/09/2016
Academic EXC Motivated,SLK,29/09/2016
Infraction,JH,29/09/2016
Infraction,JH,29/09/2016
Academic EXC Independent,TWE,29/09/2016
Academic EXC Independent,TWE,29/09/2016
Academic EXC Independent,TWE,29/09/2016
Academic EXC Independent,TWE,29/09/2016
Academic EXC Determined,TWE,29/09/2016
Academic EXC Determined,TWE,29/09/2016
Academic EXC Determined,TWE,29/09/2016
Academic EXC Determined,TWE,29/09/2016
Academic EXC Motivated,TWE,29/09/2016
Academic EXC Independent,JH,29/09/2016
Academic EXC Independent,JH,29/09/2016
Academic EXC Independent,JH,29/09/2016
Academic EXC Independent,JH,29/09/2016
Academic EXC Creative,PWGM,29/09/2016
Academic EXC Creative,PWGM,29/09/2016
Academic EXC Creative,PWGM,29/09/2016
Academic EXC Creative,PWGM,29/09/2016
Academic EXC Determined,PWGM,29/09/2016
Academic EXC Motivated,CMLK,29/09/2016
Academic EXC Motivated,CMLK,29/09/2016
Academic EXC Motivated,CMLK,29/09/2016
Infraction,CMLK,29/09/2016
Infraction,CMLK,29/09/2016
Co-Curricular EXC Determined,ARE,29/09/2016
Academic EXC Motivated,JLP,29/09/2016
Co-Curricular EXC Independent,BJW,29/09/2016
Co-Curricular EXC Independent,BJW,29/09/2016
Incomplete Work,HG,29/09/2016
Incomplete Work,HG,29/09/2016
Incomplete Work,HG,29/09/2016
Incomplete Work,HG,29/09/2016
Academic EXC Creative,JEA,29/09/2016
Academic EXC Creative,JEA,29/09/2016
Academic EXC Determined,HG,29/09/2016
Academic EXC Determined,HG,29/09/2016
Academic EXC Creative,JEA,29/09/2016
Academic EXC Creative,JEA,29/09/2016
Academic EXC Creative,JEA,29/09/2016
Academic EXC Creative,JEA,29/09/2016
Academic EXC General,PWGM,29/09/2016
Academic EXC General,PWGM,29/09/2016
Academic EXC General,PWGM,29/09/2016
Academic EXC General,PWGM,29/09/2016
Academic EXC General,PWGM,29/09/2016
Academic EXC General,PWGM,29/09/2016
Academic EXC Determined,PSJ,29/09/2016
Academic EXC Determined,PSJ,29/09/2016
Academic EXC Determined,PSJ,29/09/2016
Academic EXC Motivated,CMLK,29/09/2016
Academic EXC Motivated,CMLK,29/09/2016
Academic EXC Independent,CMLK,29/09/2016
Academic EXC Independent,CMLK,29/09/2016
Incomplete Work,SS,29/09/2016
Incomplete Work,SS,29/09/2016
Incomplete Work,SS,29/09/2016
Incomplete Work,SS,29/09/2016
Incomplete Work,SS,29/09/2016
Academic EXC Independent,ARE,29/09/2016
Incomplete Work,JRN,29/09/2016
Incomplete Work,JRN,29/09/2016
Incomplete Work,JRN,29/09/2016
Infraction,JRN,29/09/2016
Infraction,JRN,29/09/2016
Academic EXC Independent,ERM,29/09/2016
Academic EXC Determined,ERM,29/09/2016
Academic EXC Determined,ERM,29/09/2016
Academic EXC Determined,ERM,29/09/2016
Academic EXC Determined,ERM,29/09/2016
Academic EXC Determined,ERM,29/09/2016
Academic EXC Determined,ERM,29/09/2016
Academic EXC Determined,ERM,29/09/2016
Academic EXC Independent,JKC,29/09/2016
Academic EXC Determined,JKC,29/09/2016
Infraction,ARE,29/09/2016
Incomplete Work,ERM,29/09/2016
Incomplete Work,ERM,29/09/2016
Incomplete Work,ERM,29/09/2016
Incomplete Work,ERM,29/09/2016
Incomplete Work,ERM,29/09/2016
Infraction,CMLK,29/09/2016
Academic EXC Motivated,APRD,29/09/2016
Academic EXC Motivated,APRD,29/09/2016
Academic EXC Independent,APRD,29/09/2016
Academic EXC Independent,APRD,29/09/2016
Academic EXC Independent,APRD,29/09/2016
Academic EXC General,APRD,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC General,JH,29/09/2016
Co-Curricular EXC Motivated,JAK,30/09/2016
Infraction,JAK,30/09/2016
Academic EXC Determined,SP,30/09/2016
Academic EXC Determined,SP,30/09/2016
Academic EXC Determined,SP,30/09/2016
Academic EXC Determined,SP,30/09/2016
Academic EXC Determined,SP,30/09/2016
Academic EXC Determined,SP,30/09/2016
Academic EXC Determined,SP,30/09/2016
Academic EXC Determined,SP,30/09/2016
Academic EXC Determined,SP,30/09/2016
Academic EXC Determined,SP,30/09/2016
Academic EXC Curious,ARE,30/09/2016
Academic EXC Independent,TWE,30/09/2016
Academic EXC Motivated,GM,30/09/2016
Academic EXC Motivated,GM,30/09/2016
Infraction,PMM,30/09/2016
Infraction,CLK,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Incomplete Work,ARE,30/09/2016
Incomplete Work,ARE,30/09/2016
Co-Curricular EXC General,AMD,30/09/2016
Co-Curricular EXC General,AMD,30/09/2016
Co-Curricular EXC General,AMD,30/09/2016
Academic EXC Motivated,AMD,30/09/2016
Academic EXC General,AMD,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC Determined,ERM,30/09/2016
Academic EXC Determined,ERM,30/09/2016
Academic EXC Determined,ERM,30/09/2016
Academic EXC Determined,ERM,30/09/2016
Academic EXC Determined,ERM,30/09/2016
Academic EXC Determined,ERM,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Motivated,ARE,30/09/2016
Academic EXC Determined,LJB,30/09/2016
Academic EXC Independent,LJB,30/09/2016
Infraction,CMLK,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC General,MJM,30/09/2016
Academic EXC Independent,TW,30/09/2016
Academic EXC Independent,TW,30/09/2016
Academic EXC Independent,TW,30/09/2016
Academic EXC Independent,TW,30/09/2016
Infraction,LJA,30/09/2016
Infraction,LJA,30/09/2016
Infraction,LJA,30/09/2016
Academic EXC Determined,LJA,30/09/2016
Academic EXC General,PWGM,30/09/2016
Academic EXC General,PWGM,30/09/2016
Academic EXC General,PWGM,30/09/2016
Academic EXC Determined,PWGM,30/09/2016
Academic EXC Determined,PWGM,30/09/2016
Infraction,ARE,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC Independent,AWD,30/09/2016
Academic EXC General,AWD,30/09/2016
Academic EXC Curious,AWD,30/09/2016
Academic EXC Curious,AWD,30/09/2016
Academic EXC Curious,AWD,30/09/2016
Academic EXC Creative,SP,30/09/2016
Academic EXC Creative,SP,30/09/2016
Academic EXC Creative,SP,30/09/2016
Academic EXC Creative,SP,30/09/2016
Academic EXC Creative,SP,30/09/2016
Academic EXC Creative,PSJ,30/09/2016
Academic EXC Independent,PSJ,30/09/2016
Academic EXC Independent,PSJ,30/09/2016
Academic EXC Independent,PSJ,30/09/2016
Academic EXC Independent,PSJ,30/09/2016
Academic EXC Independent,PSJ,30/09/2016
Academic EXC Independent,PSJ,30/09/2016
Academic EXC Independent,PSJ,30/09/2016
Co-Curricular EXC General,SMC,30/09/2016
Incomplete Work,JEA,30/09/2016
Infraction,JEA,30/09/2016
Academic EXC Motivated,JH,30/09/2016
Academic EXC Motivated,JH,30/09/2016
Academic EXC Motivated,JH,30/09/2016
Academic EXC Motivated,JH,30/09/2016
Academic EXC Motivated,JH,30/09/2016
Academic EXC Motivated,JH,30/09/2016
Academic EXC Motivated,JH,30/09/2016
Incomplete Work,ARE,30/09/2016
Academic EXC Determined,DJB,30/09/2016
Academic EXC Determined,DJB,30/09/2016
Academic EXC Determined,DJB,30/09/2016
Incomplete Work,YDU,30/09/2016
Academic EXC General,JKC,30/09/2016
Academic EXC Independent,ARE,30/09/2016
Academic EXC Motivated,CEA,30/09/2016
Academic EXC Motivated,CEA,30/09/2016
Academic EXC Motivated,CEA,30/09/2016
Academic EXC Motivated,CEA,30/09/2016
Academic EXC Motivated,CEA,30/09/2016
Academic EXC Motivated,CEA,30/09/2016
Incomplete Work,CAM,30/09/2016
Incomplete Work,CAM,30/09/2016
Co-Curricular EXC General,SJ,01/10/2016
Co-Curricular EXC General,SJ,01/10/2016
Academic EXC Independent,SLK,02/10/2016
Co-Curricular EXC Motivated,ERM,03/10/2016
Incomplete Work,TW,03/10/2016
Infraction,SP,03/10/2016
Infraction,SP,03/10/2016
Infraction,SP,03/10/2016
Infraction,PWGM,03/10/2016
Infraction,PWGM,03/10/2016
Infraction,PWGM,03/10/2016
Infraction,PWGM,03/10/2016
Academic EXC Creative,CAM,03/10/2016
Academic EXC Creative,CAM,03/10/2016
Academic EXC Creative,CAM,03/10/2016
Academic EXC Creative,CAM,03/10/2016
Academic EXC Creative,CAM,03/10/2016
Academic EXC Creative,CAM,03/10/2016
Academic EXC Motivated,TWE,03/10/2016
Academic EXC General,MJM,03/10/2016
Academic EXC General,MJM,03/10/2016
Academic EXC General,MJM,03/10/2016
Incomplete Work,BJW,03/10/2016
Academic EXC Motivated,TWE,03/10/2016
Academic EXC Motivated,TWE,03/10/2016
Academic EXC Motivated,TWE,03/10/2016
Academic EXC Motivated,TWE,03/10/2016
Academic EXC Motivated,TWE,03/10/2016
Academic EXC Independent,RAC,03/10/2016
Academic EXC Independent,RAC,03/10/2016
Academic EXC Independent,RAC,03/10/2016
Academic EXC Independent,RAC,03/10/2016
Academic EXC Independent,RAC,03/10/2016
Incomplete Work,MJM,03/10/2016
Incomplete Work,MJM,03/10/2016
Incomplete Work,MJM,03/10/2016
Co-Curricular EXC General,PMG,03/10/2016
Co-Curricular EXC General,PMG,03/10/2016
Incomplete Work,AEM,03/10/2016
Incomplete Work,AEM,03/10/2016
Academic EXC Determined,PWGM,03/10/2016
Academic EXC Determined,PWGM,03/10/2016
Academic EXC Determined,PAW,03/10/2016
Academic EXC Determined,JHP,03/10/2016
Incomplete Work,APRD,03/10/2016
Incomplete Work,APRD,03/10/2016
Incomplete Work,APRD,03/10/2016
Incomplete Work,APRD,03/10/2016
Incomplete Work,APRD,03/10/2016
Incomplete Work,RCS,03/10/2016
Incomplete Work,APRD,03/10/2016
Incomplete Work,APRD,03/10/2016
Incomplete Work,APRD,03/10/2016
Incomplete Work,APRD,03/10/2016
Incomplete Work,RCS,03/10/2016
Incomplete Work,RCS,03/10/2016
Incomplete Work,RCS,03/10/2016
Incomplete Work,RCS,03/10/2016
Incomplete Work,RCS,03/10/2016
Incomplete Work,RCS,03/10/2016
Incomplete Work,RCS,03/10/2016
Incomplete Work,RCS,03/10/2016
Incomplete Work,RCS,03/10/2016
Academic EXC Motivated,CMLK,03/10/2016
Academic EXC Motivated,CMLK,03/10/2016
Academic EXC Motivated,CMLK,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Creative,LJA,03/10/2016
Academic EXC Determined,LJA,03/10/2016
Academic EXC Determined,LJA,03/10/2016
Academic EXC Determined,LJA,03/10/2016
Academic EXC Determined,LJA,03/10/2016
Co-Curricular EXC General,LERM,03/10/2016
Infraction,JLP,03/10/2016
Infraction,JLP,03/10/2016
Academic EXC General,CAM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Independent,ARE,03/10/2016
Academic EXC Reflective,ARE,03/10/2016
Academic EXC Curious,ARE,03/10/2016
Academic EXC Open-minded,ARE,03/10/2016
Infraction,JEA,03/10/2016
Infraction,CMLK,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Motivated,MJM,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Academic EXC Determined,DB,03/10/2016
Infraction,TMA,03/10/2016
Infraction,TMA,03/10/2016
Incomplete Work,SLK,03/10/2016
Incomplete Work,SLK,03/10/2016
Incomplete Work,SLK,03/10/2016
Incomplete Work,SLK,03/10/2016
Incomplete Work,SLK,03/10/2016
Academic EXC Determined,SLK,03/10/2016
Co-Curricular EXC Creative,JH,03/10/2016
Infraction,SS,03/10/2016
Incomplete Work,JR,03/10/2016
Incomplete Work,JR,03/10/2016
Academic EXC General,SLK,03/10/2016
Academic EXC General,SLK,03/10/2016
Co-Curricular EXC General,PMG,03/10/2016
Co-Curricular EXC General,PMG,03/10/2016
Co-Curricular EXC General,PMG,03/10/2016
Co-Curricular EXC General,PMG,03/10/2016
Co-Curricular EXC General,PMG,03/10/2016
Incomplete Work,JR,03/10/2016
Incomplete Work,JR,03/10/2016
Infraction,ECH,04/10/2016
Infraction,ECH,04/10/2016
Incomplete Work,LJC,04/10/2016
Incomplete Work,LJC,04/10/2016
Incomplete Work,LJC,04/10/2016
Academic EXC Independent,TW,04/10/2016
Academic EXC Independent,CLK,04/10/2016
Academic EXC Independent,CLK,04/10/2016
Academic EXC Independent,CLK,04/10/2016
Academic EXC Independent,CLK,04/10/2016
Academic EXC Independent,CLK,04/10/2016
Academic EXC General,KFS,04/10/2016
Academic EXC General,KFS,04/10/2016
Academic EXC General,KFS,04/10/2016
Academic EXC General,KFS,04/10/2016
Academic EXC General,KFS,04/10/2016
Academic EXC General,KFS,04/10/2016
Academic EXC Motivated,YDU,04/10/2016
Academic EXC Motivated,YDU,04/10/2016
Academic EXC Motivated,YDU,04/10/2016
Academic EXC Motivated,YDU,04/10/2016
Academic EXC Motivated,YDU,04/10/2016
Academic EXC Motivated,YDU,04/10/2016
Academic EXC Motivated,YDU,04/10/2016
Academic EXC Motivated,YDU,04/10/2016
Incomplete Work,BJW,04/10/2016
Incomplete Work,BJW,04/10/2016
Academic EXC Motivated,ARE,04/10/2016
