Category,Staff code,Date
Academic EXC Curious,RD,18/11/2016
Academic EXC Curious,RD,18/11/2016
Infraction,TBB,18/11/2016
Academic EXC General,CAM,18/11/2016
Academic EXC General,CAM,18/11/2016
Academic EXC General,CAM,18/11/2016
Academic EXC General,CAM,18/11/2016
Academic EXC Independent,LJA,18/11/2016
Academic EXC Independent,LJA,18/11/2016
Academic EXC Independent,LJA,18/11/2016
Academic EXC Independent,LJA,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Motivated,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Academic EXC Determined,APRD,18/11/2016
Incomplete Work,ADD,18/11/2016
Co-Curricular EXC Determined,PSJ,20/11/2016
Academic EXC Independent,ADD,20/11/2016
Academic EXC Independent,ADD,20/11/2016
Academic EXC Independent,ADD,20/11/2016
Incomplete Work,ADD,21/11/2016
Incomplete Work,ADD,21/11/2016
Incomplete Work,ADD,21/11/2016
Incomplete Work,ADD,21/11/2016
Incomplete Work,ADD,21/11/2016
Academic EXC Independent,ADD,21/11/2016
Academic EXC Independent,ADD,21/11/2016
Academic EXC Independent,ADD,21/11/2016
Academic EXC Independent,ADD,21/11/2016
Incomplete Work,ARE,21/11/2016
Incomplete Work,ARE,21/11/2016
Infraction,AGSD,21/11/2016
Infraction,AGSD,21/11/2016
Co-Curricular EXC General,AGSD,21/11/2016
Co-Curricular EXC General,AGSD,21/11/2016
Co-Curricular EXC Creative,ARE,21/11/2016
Co-Curricular EXC Creative,ARE,21/11/2016
Co-Curricular EXC Creative,ARE,21/11/2016
Co-Curricular EXC Creative,ARE,21/11/2016
Co-Curricular EXC Creative,ARE,21/11/2016
Co-Curricular EXC Creative,ARE,21/11/2016
Academic EXC Creative,DJB,21/11/2016
Academic EXC Creative,DJB,21/11/2016
Academic EXC Creative,DJB,21/11/2016
Academic EXC Creative,DJB,21/11/2016
Incomplete Work,CDP,21/11/2016
Incomplete Work,CDP,21/11/2016
Incomplete Work,CDP,21/11/2016
Academic EXC Motivated,TWE,21/11/2016
Academic EXC Motivated,TWE,21/11/2016
Academic EXC Reflective,MJM,21/11/2016
Incomplete Work,PAW,21/11/2016
Infraction,RAC,21/11/2016
Infraction,RAC,21/11/2016
Infraction,RAC,21/11/2016
Infraction,TBB,21/11/2016
Academic EXC Motivated,JLP,21/11/2016
Academic EXC Motivated,JLP,21/11/2016
Academic EXC Motivated,JLP,21/11/2016
Academic EXC Motivated,JLP,21/11/2016
Infraction,YDU,21/11/2016
Infraction,CAF,21/11/2016
Infraction,CAF,21/11/2016
Infraction,CAF,21/11/2016
Infraction,CAF,21/11/2016
Academic EXC Open-minded,RAC,21/11/2016
Infraction,CAF,21/11/2016
Academic EXC General,GM,21/11/2016
Academic EXC Creative,GM,21/11/2016
Academic EXC General,GM,21/11/2016
Infraction,GM,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Infraction,TBB,21/11/2016
Academic EXC Determined,RD,21/11/2016
Academic EXC Determined,RD,21/11/2016
Academic EXC Determined,RD,21/11/2016
Infraction,ECH,21/11/2016
Infraction,ECH,21/11/2016
Infraction,ECH,21/11/2016
Infraction,ECH,21/11/2016
Infraction,RCS,21/11/2016
Infraction,RCS,21/11/2016
Infraction,RCS,21/11/2016
Incomplete Work,PAW,21/11/2016
Academic EXC Motivated,TWE,21/11/2016
Academic EXC Motivated,TWE,21/11/2016
Academic EXC Motivated,TWE,21/11/2016
Academic EXC Curious,CAF,21/11/2016
Infraction,DJB,21/11/2016
Infraction,DJB,21/11/2016
Infraction,JKC,21/11/2016
Infraction,DJB,21/11/2016
Infraction,DJB,21/11/2016
Infraction,ARE,21/11/2016
Incomplete Work,JHP,21/11/2016
Incomplete Work,JR,21/11/2016
Incomplete Work,JR,21/11/2016
Academic EXC Determined,JR,21/11/2016
Academic EXC Determined,JR,21/11/2016
Academic EXC Determined,JR,21/11/2016
Academic EXC Determined,JR,21/11/2016
Incomplete Work,JHP,21/11/2016
Infraction,JR,21/11/2016
Infraction,JR,21/11/2016
Academic EXC Determined,JHP,21/11/2016
Academic EXC Determined,JHP,21/11/2016
Incomplete Work,PAW,21/11/2016
Incomplete Work,PAW,21/11/2016
Academic EXC Curious,JHP,21/11/2016
Academic EXC Curious,JHP,21/11/2016
Academic EXC Curious,JHP,21/11/2016
Academic EXC Independent,ERM,21/11/2016
Academic EXC Determined,JHP,21/11/2016
Academic EXC Determined,JHP,21/11/2016
Academic EXC Determined,JHP,21/11/2016
Academic EXC Determined,JHP,21/11/2016
Academic EXC Determined,JHP,21/11/2016
Academic EXC Determined,JHP,21/11/2016
Academic EXC Determined,ERM,21/11/2016
Academic EXC Determined,ERM,21/11/2016
Infraction,ECH,21/11/2016
Academic EXC Creative,MJM,21/11/2016
Infraction,RME,21/11/2016
Infraction,CAM,21/11/2016
Academic EXC Creative,JEA,21/11/2016
Academic EXC Creative,JEA,21/11/2016
Incomplete Work,JEA,21/11/2016
Academic EXC Creative,JEA,21/11/2016
Academic EXC Creative,JEA,21/11/2016
Academic EXC Creative,JEA,21/11/2016
Academic EXC Creative,JEA,21/11/2016
Academic EXC Creative,JEA,21/11/2016
Academic EXC Creative,JEA,21/11/2016
Infraction,AM,21/11/2016
Infraction,JH,21/11/2016
Academic EXC Independent,TW,21/11/2016
Academic EXC Independent,TW,21/11/2016
Academic EXC Independent,TW,21/11/2016
Academic EXC Independent,TW,21/11/2016
Academic EXC Independent,TW,21/11/2016
Academic EXC Curious,TW,21/11/2016
Academic EXC Curious,TW,21/11/2016
Academic EXC Curious,TW,21/11/2016
Academic EXC General,TW,21/11/2016
Academic EXC General,TW,21/11/2016
Academic EXC General,TW,21/11/2016
Academic EXC General,TW,21/11/2016
Academic EXC General,TW,21/11/2016
Academic EXC General,TW,21/11/2016
Academic EXC Motivated,JKC,21/11/2016
Infraction,RME,21/11/2016
Infraction,RME,21/11/2016
Infraction,RME,21/11/2016
Infraction,RME,21/11/2016
Co-Curricular EXC Determined,JRN,21/11/2016
Co-Curricular EXC Determined,JRN,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Academic EXC Motivated,YDU,21/11/2016
Infraction,LERM,21/11/2016
Infraction,LERM,21/11/2016
Infraction,LERM,21/11/2016
Infraction,TBB,21/11/2016
Infraction,TBB,21/11/2016
Infraction,TBB,21/11/2016
Academic EXC Determined,AH,21/11/2016
Infraction,ASK,21/11/2016
Infraction,ASK,21/11/2016
Infraction,ASK,21/11/2016
Co-Curricular EXC Determined,CMLK,21/11/2016
Co-Curricular EXC Determined,CMLK,21/11/2016
Co-Curricular EXC Determined,CMLK,21/11/2016
Academic EXC Curious,LJA,21/11/2016
Academic EXC Curious,LJA,21/11/2016
Academic EXC Curious,LJA,21/11/2016
Academic EXC Curious,LJA,21/11/2016
Academic EXC Curious,DRM,21/11/2016
Academic EXC Curious,DRM,21/11/2016
Academic EXC Curious,DRM,21/11/2016
Academic EXC Curious,DRM,21/11/2016
Academic EXC Curious,DRM,21/11/2016
Academic EXC Curious,DRM,21/11/2016
Academic EXC Curious,DRM,21/11/2016
Academic EXC Curious,DRM,21/11/2016
Academic EXC Curious,DRM,21/11/2016
Academic EXC Curious,DRM,21/11/2016
Random Act of Kindness - Good College Spirit EXC,CMLK,21/11/2016
Incomplete Work,DJT,21/11/2016
Incomplete Work,SLK,22/11/2016
Infraction,RAC,22/11/2016
Infraction,HG,22/11/2016
Infraction,RD,22/11/2016
Co-Curricular EXC Creative,TWE,22/11/2016
Co-Curricular EXC Creative,TWE,22/11/2016
Co-Curricular EXC Creative,TWE,22/11/2016
Co-Curricular EXC Creative,TWE,22/11/2016
Co-Curricular EXC Creative,TWE,22/11/2016
Co-Curricular EXC Creative,TWE,22/11/2016
Academic EXC Motivated,CMLK,22/11/2016
Infraction,CMLK,22/11/2016
Academic EXC Motivated,CMLK,22/11/2016
Infraction,CMLK,22/11/2016
Infraction,CMLK,22/11/2016
Infraction,CMLK,22/11/2016
Academic EXC General,CAM,22/11/2016
Academic EXC General,CAM,22/11/2016
Academic EXC General,CAM,22/11/2016
Academic EXC Independent,CMLK,22/11/2016
Infraction,RAC,22/11/2016
Academic EXC General,ARE,22/11/2016
Academic EXC Curious,ARE,22/11/2016
Infraction,MJM,22/11/2016
Infraction,MJM,22/11/2016
Infraction,MJM,22/11/2016
Infraction,MJM,22/11/2016
Infraction,MJM,22/11/2016
Infraction,MJM,22/11/2016
Infraction,MJM,22/11/2016
Infraction,MJM,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Co-Curricular EXC Motivated,JLP,22/11/2016
Academic EXC Determined,JLP,22/11/2016
Academic EXC Determined,JLP,22/11/2016
Academic EXC Determined,JLP,22/11/2016
Academic EXC Determined,JLP,22/11/2016
Infraction,CLK,22/11/2016
Infraction,CLK,22/11/2016
Academic EXC Motivated,TWE,22/11/2016
Academic EXC Motivated,TWE,22/11/2016
Academic EXC Motivated,TWE,22/11/2016
Academic EXC Independent,TWE,22/11/2016
Academic EXC Independent,TWE,22/11/2016
Academic EXC Independent,TWE,22/11/2016
Academic EXC Independent,TWE,22/11/2016
Academic EXC Independent,TWE,22/11/2016
Academic EXC Independent,TWE,22/11/2016
Academic EXC Curious,ARE,22/11/2016
Infraction,ARE,22/11/2016
Co-Curricular EXC General,JKC,22/11/2016
Co-Curricular EXC General,JKC,22/11/2016
Infraction,HG,22/11/2016
Infraction,CEA,22/11/2016
Infraction,HG,22/11/2016
Academic EXC Determined,JHP,22/11/2016
Academic EXC Determined,JHP,22/11/2016
Academic EXC Determined,JHP,22/11/2016
Academic EXC Determined,JHP,22/11/2016
Infraction,JHP,22/11/2016
Academic EXC Determined,AMD,22/11/2016
Academic EXC Determined,AMD,22/11/2016
Academic EXC Determined,AMD,22/11/2016
Academic EXC Determined,AMD,22/11/2016
Academic EXC Determined,AMD,22/11/2016
Infraction,ASK,22/11/2016
Infraction,CEA,22/11/2016
Academic EXC General,CEA,22/11/2016
Academic EXC General,CEA,22/11/2016
Academic EXC General,CEA,22/11/2016
Incomplete Work,GSL,22/11/2016
Academic EXC Motivated,SP,22/11/2016
Academic EXC Motivated,SP,22/11/2016
Academic EXC Motivated,SP,22/11/2016
Academic EXC Motivated,SP,22/11/2016
Academic EXC Motivated,SP,22/11/2016
Infraction,AFJH,22/11/2016
Incomplete Work,CMLK,22/11/2016
Incomplete Work,CMLK,22/11/2016
Incomplete Work,CMLK,22/11/2016
Incomplete Work,CMLK,22/11/2016
Incomplete Work,CMLK,22/11/2016
Incomplete Work,CMLK,22/11/2016
Incomplete Work,CMLK,22/11/2016
Infraction,BJW,22/11/2016
Infraction,BJW,22/11/2016
Infraction,RME,22/11/2016
Infraction,RME,22/11/2016
Academic EXC Reflective,DJC,22/11/2016
Incomplete Work,DJC,22/11/2016
Incomplete Work,CDP,22/11/2016
Incomplete Work,CDP,22/11/2016
Incomplete Work,CDP,22/11/2016
Incomplete Work,CDP,22/11/2016
Academic EXC Independent,JR,23/11/2016
Infraction,JR,23/11/2016
Academic EXC Motivated,JR,23/11/2016
Academic EXC Open-minded,JR,23/11/2016
Academic EXC Open-minded,JR,23/11/2016
Academic EXC Open-minded,JR,23/11/2016
Academic EXC Open-minded,JR,23/11/2016
Academic EXC Open-minded,JR,23/11/2016
Infraction,JAK,23/11/2016
Infraction,JAK,23/11/2016
Infraction,JKC,23/11/2016
Infraction,JAK,23/11/2016
Infraction,JAK,23/11/2016
Academic EXC General,PWGM,23/11/2016
Academic EXC Creative,SLK,23/11/2016
Academic EXC Creative,SLK,23/11/2016
Academic EXC Motivated,JH,23/11/2016
Academic EXC Motivated,JH,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Academic EXC Determined,SP,23/11/2016
Infraction,SAB,23/11/2016
Academic EXC Determined,CEA,23/11/2016
Academic EXC Determined,CEA,23/11/2016
Academic EXC Determined,CEA,23/11/2016
Academic EXC Determined,CEA,23/11/2016
Academic EXC Determined,CEA,23/11/2016
Academic EXC Determined,CEA,23/11/2016
Incomplete Work,PWGM,23/11/2016
Infraction,MJM,23/11/2016
Infraction,MJM,23/11/2016
Infraction,MJM,23/11/2016
Infraction,MJM,23/11/2016
Incomplete Work,BJW,23/11/2016
Academic EXC Creative,DRM,23/11/2016
Academic EXC Creative,DRM,23/11/2016
Academic EXC Creative,DRM,23/11/2016
Academic EXC Creative,DRM,23/11/2016
Academic EXC Creative,DRM,23/11/2016
Academic EXC Creative,DRM,23/11/2016
Infraction,KDB,23/11/2016
Academic EXC Independent,CLK,23/11/2016
Infraction,JR,23/11/2016
Academic EXC Determined,ERM,23/11/2016
Academic EXC Creative,DRM,23/11/2016
Academic EXC Creative,DRM,23/11/2016
Academic EXC Creative,DRM,23/11/2016
Academic EXC Open-minded,ECH,23/11/2016
Academic EXC Open-minded,ECH,23/11/2016
Academic EXC Open-minded,ECH,23/11/2016
Academic EXC Open-minded,ECH,23/11/2016
Academic EXC Creative,DRM,23/11/2016
Academic EXC Independent,TWE,23/11/2016
Academic EXC Determined,TWE,23/11/2016
Academic EXC Determined,TWE,23/11/2016
Academic EXC Determined,TWE,23/11/2016
Academic EXC Determined,TWE,23/11/2016
Academic EXC Determined,TWE,23/11/2016
Academic EXC Motivated,AWD,23/11/2016
Academic EXC Motivated,AWD,23/11/2016
Academic EXC Motivated,AWD,23/11/2016
Academic EXC Motivated,AWD,23/11/2016
Academic EXC Curious,AWD,23/11/2016
Infraction,CMLK,23/11/2016
Incomplete Work,PWGM,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Infraction,AWD,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Infraction,AWD,23/11/2016
Infraction,AWD,23/11/2016
Academic EXC Motivated,AWD,23/11/2016
Academic EXC Motivated,AWD,23/11/2016
Incomplete Work,AWD,23/11/2016
Incomplete Work,AWD,23/11/2016
Incomplete Work,AWD,23/11/2016
Incomplete Work,AWD,23/11/2016
Incomplete Work,AWD,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Academic EXC Independent,AWD,23/11/2016
Academic EXC Motivated,CEA,23/11/2016
Academic EXC Creative,GM,23/11/2016
Academic EXC Motivated,GM,23/11/2016
Infraction,JLP,23/11/2016
Infraction,RD,23/11/2016
Academic EXC Creative,RME,23/11/2016
Academic EXC Creative,RME,23/11/2016
Academic EXC Creative,RME,23/11/2016
Incomplete Work,RMDJ,23/11/2016
Incomplete Work,RMDJ,23/11/2016
Incomplete Work,RMDJ,23/11/2016
Academic EXC General,JKC,23/11/2016
Academic EXC General,JKC,23/11/2016
Academic EXC General,JKC,23/11/2016
Incomplete Work,ECH,23/11/2016
Academic EXC General,DJR,23/11/2016
Co-Curricular EXC Creative,DJR,23/11/2016
Academic EXC Motivated,DJR,23/11/2016
Academic EXC Motivated,KDB,24/11/2016
Academic EXC Determined,KDB,24/11/2016
Academic EXC Determined,KDB,24/11/2016
Academic EXC Determined,RD,24/11/2016
Infraction,AH,24/11/2016
Infraction,AH,24/11/2016
Academic EXC Motivated,ARE,24/11/2016
Academic EXC General,APRD,24/11/2016
Academic EXC General,APRD,24/11/2016
Academic EXC General,APRD,24/11/2016
Incomplete Work,APRD,24/11/2016
Academic EXC General,APRD,24/11/2016
Academic EXC General,APRD,24/11/2016
Academic EXC General,APRD,24/11/2016
Academic EXC General,APRD,24/11/2016
Academic EXC General,APRD,24/11/2016
Academic EXC General,APRD,24/11/2016
Academic EXC General,APRD,24/11/2016
Co-Curricular EXC General,SMC,24/11/2016
Incomplete Work,LJA,24/11/2016
Academic EXC Determined,AH,24/11/2016
Infraction,KDB,24/11/2016
Academic EXC Determined,AH,24/11/2016
Academic EXC Determined,JHP,24/11/2016
Academic EXC Determined,JHP,24/11/2016
Academic EXC Determined,JHP,24/11/2016
Academic EXC Determined,JHP,24/11/2016
Academic EXC Determined,JHP,24/11/2016
Academic EXC Determined,JHP,24/11/2016
Academic EXC Creative,SP,24/11/2016
Academic EXC Creative,SP,24/11/2016
Academic EXC Creative,SP,24/11/2016
Academic EXC Creative,SP,24/11/2016
Academic EXC Creative,SP,24/11/2016
Academic EXC Creative,SP,24/11/2016
Academic EXC Creative,SP,24/11/2016
Academic EXC Motivated,TWE,24/11/2016
Academic EXC Motivated,TWE,24/11/2016
Academic EXC Motivated,TWE,24/11/2016
Academic EXC Motivated,TWE,24/11/2016
Academic EXC Motivated,TWE,24/11/2016
Academic EXC Motivated,TWE,24/11/2016
Academic EXC Motivated,TWE,24/11/2016
Academic EXC Motivated,TWE,24/11/2016
Academic EXC Motivated,TWE,24/11/2016
Academic EXC Motivated,TWE,24/11/2016
Academic EXC Determined,TWE,24/11/2016
Academic EXC Determined,TWE,24/11/2016
Academic EXC Determined,TWE,24/11/2016
Academic EXC Determined,TWE,24/11/2016
Academic EXC Determined,TWE,24/11/2016
Academic EXC Determined,TWE,24/11/2016
Infraction,RME,24/11/2016
Incomplete Work,AEM,24/11/2016
Academic EXC Motivated,JLP,24/11/2016
Academic EXC Motivated,JLP,24/11/2016
Academic EXC Motivated,JLP,24/11/2016
Academic EXC Motivated,JLP,24/11/2016
Academic EXC Motivated,JLP,24/11/2016
Academic EXC Motivated,JLP,24/11/2016
Academic EXC Determined,LJC,24/11/2016
Academic EXC Independent,GM,24/11/2016
Academic EXC Independent,GM,24/11/2016
Academic EXC Independent,GM,24/11/2016
Infraction,JLP,24/11/2016
Infraction,JLP,24/11/2016
Academic EXC Motivated,PAW,24/11/2016
Academic EXC General,GM,24/11/2016
Academic EXC General,GM,24/11/2016
Academic EXC General,GM,24/11/2016
Academic EXC Motivated,PAW,24/11/2016
Incomplete Work,LJC,24/11/2016
Infraction,SP,24/11/2016
Academic EXC Determined,SP,24/11/2016
Academic EXC Determined,SP,24/11/2016
Incomplete Work,JR,24/11/2016
Incomplete Work,JR,24/11/2016
Academic EXC Motivated,JR,24/11/2016
Academic EXC Motivated,JR,24/11/2016
Academic EXC Motivated,CMLK,24/11/2016
Academic EXC Motivated,CMLK,24/11/2016
Academic EXC Motivated,CMLK,24/11/2016
Incomplete Work,JHP,24/11/2016
Incomplete Work,JHP,24/11/2016
Incomplete Work,JHP,24/11/2016
Incomplete Work,JHP,24/11/2016
Incomplete Work,JHP,24/11/2016
Incomplete Work,JHP,24/11/2016
Incomplete Work,JHP,24/11/2016
Incomplete Work,JHP,24/11/2016
Incomplete Work,JHP,24/11/2016
Academic EXC Motivated,JHP,24/11/2016
Academic EXC Motivated,JHP,24/11/2016
Academic EXC Motivated,JHP,24/11/2016
Academic EXC General,ADD,24/11/2016
Academic EXC General,ADD,24/11/2016
Academic EXC General,ADD,24/11/2016
Academic EXC General,ADD,24/11/2016
Academic EXC General,ADD,24/11/2016
Incomplete Work,HG,24/11/2016
Incomplete Work,HG,24/11/2016
Incomplete Work,HG,24/11/2016
Academic EXC Creative,HG,24/11/2016
Academic EXC Creative,HG,24/11/2016
Academic EXC Creative,CAM,24/11/2016
Academic EXC Independent,GM,24/11/2016
Academic EXC Creative,CAM,24/11/2016
Academic EXC Creative,CAM,24/11/2016
Academic EXC Motivated,PMM,24/11/2016
Academic EXC Motivated,PMM,24/11/2016
Academic EXC Motivated,PMM,24/11/2016
Academic EXC Motivated,PMM,24/11/2016
Academic EXC Curious,ARE,24/11/2016
Academic EXC Curious,ERM,24/11/2016
Academic EXC Curious,ERM,24/11/2016
Academic EXC Determined,SP,24/11/2016
Academic EXC Determined,SP,24/11/2016
Co-Curricular EXC Motivated,KNC,24/11/2016
Academic EXC Motivated,KNC,24/11/2016
Co-Curricular EXC Motivated,KNC,24/11/2016
Incomplete Work,JR,24/11/2016
Co-Curricular EXC Creative,AWD,24/11/2016
Incomplete Work,AWD,24/11/2016
Incomplete Work,LJA,24/11/2016
Incomplete Work,LJA,24/11/2016
Academic EXC Motivated,DJPS,24/11/2016
Academic EXC Motivated,DJPS,24/11/2016
Academic EXC Motivated,DJPS,24/11/2016
Academic EXC Motivated,JR,24/11/2016
Academic EXC Motivated,JR,24/11/2016
Academic EXC Motivated,JR,24/11/2016
Academic EXC Motivated,JR,24/11/2016
Incomplete Work,JR,24/11/2016
Incomplete Work,JR,24/11/2016
Incomplete Work,JR,24/11/2016
Incomplete Work,JR,24/11/2016
Incomplete Work,JR,24/11/2016
Infraction,JR,24/11/2016
Academic EXC Independent,DJPS,24/11/2016
Incomplete Work,JR,24/11/2016
Incomplete Work,JR,24/11/2016
Incomplete Work,JR,24/11/2016
Incomplete Work,JR,24/11/2016
Incomplete Work,JR,24/11/2016
Academic EXC Creative,ERM,25/11/2016
Infraction,JAK,25/11/2016
Co-Curricular EXC Motivated,JAK,25/11/2016
Co-Curricular EXC Motivated,JAK,25/11/2016
Co-Curricular EXC Motivated,JAK,25/11/2016
Academic EXC Open-minded,ERM,25/11/2016
Co-Curricular EXC General,ERM,25/11/2016
Co-Curricular EXC Motivated,AWD,25/11/2016
Academic EXC Determined,AH,25/11/2016
Co-Curricular EXC Creative,ARE,25/11/2016
Academic EXC General,ERM,25/11/2016
Academic EXC Motivated,JR,25/11/2016
Academic EXC Determined,AH,25/11/2016
Academic EXC Determined,GM,25/11/2016
Academic EXC Determined,GM,25/11/2016
Academic EXC Determined,GM,25/11/2016
Academic EXC Determined,GM,25/11/2016
Academic EXC Determined,GM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Independent,ERM,25/11/2016
Academic EXC Motivated,SP,25/11/2016
Academic EXC Motivated,SP,25/11/2016
Academic EXC Motivated,SP,25/11/2016
Infraction,JLP,25/11/2016
Infraction,CMLK,25/11/2016
Infraction,CMLK,25/11/2016
Infraction,CMLK,25/11/2016
Infraction,CMLK,25/11/2016
Academic EXC Independent,ARE,25/11/2016
Academic EXC Motivated,ARE,25/11/2016
Academic EXC Determined,ARE,25/11/2016
Infraction,LJC,25/11/2016
Infraction,LJC,25/11/2016
Infraction,LJC,25/11/2016
Co-Curricular EXC General,DRM,25/11/2016
Academic EXC Independent,JHP,25/11/2016
Academic EXC Independent,JHP,25/11/2016
Academic EXC Determined,PWGM,25/11/2016
Academic EXC Determined,PWGM,25/11/2016
Academic EXC Determined,PWGM,25/11/2016
Academic EXC Determined,PWGM,25/11/2016
Academic EXC Creative,JEA,25/11/2016
Academic EXC Creative,JEA,25/11/2016
Academic EXC Creative,JEA,25/11/2016
Academic EXC Creative,JEA,25/11/2016
Academic EXC Creative,JEA,25/11/2016
Academic EXC Creative,JEA,25/11/2016
Academic EXC Creative,JEA,25/11/2016
Academic EXC Creative,JEA,25/11/2016
Academic EXC Creative,JEA,25/11/2016
Random Act of Kindness - Good College Spirit EXC,AH,25/11/2016
Academic EXC Motivated,ARE,25/11/2016
Academic EXC Motivated,ARE,25/11/2016
Academic EXC Motivated,ARE,25/11/2016
Academic EXC Motivated,ARE,25/11/2016
Infraction,SS,25/11/2016
Academic EXC Motivated,DJPS,25/11/2016
Academic EXC Motivated,DJPS,25/11/2016
Academic EXC Motivated,DJPS,25/11/2016
Academic EXC Motivated,DJPS,25/11/2016
Academic EXC Motivated,DJPS,25/11/2016
Academic EXC Motivated,CMLK,25/11/2016
Academic EXC Motivated,CMLK,25/11/2016
Academic EXC Motivated,CMLK,25/11/2016
Academic EXC Motivated,CMLK,25/11/2016
Academic EXC Motivated,CMLK,25/11/2016
Academic EXC Creative,GM,25/11/2016
Academic EXC Creative,GM,25/11/2016
Infraction,GM,25/11/2016
Academic EXC Motivated,GM,25/11/2016
Academic EXC Motivated,GM,25/11/2016
Co-Curricular EXC General,CMLK,25/11/2016
Co-Curricular EXC General,CMLK,25/11/2016
Co-Curricular EXC General,CMLK,25/11/2016
Incomplete Work,LJA,25/11/2016
Incomplete Work,LJA,25/11/2016
Incomplete Work,LJA,25/11/2016
Incomplete Work,LJA,25/11/2016
Incomplete Work,LJA,25/11/2016
Incomplete Work,LJA,25/11/2016
Incomplete Work,LJA,25/11/2016
Incomplete Work,LJA,25/11/2016
Infraction,JH,25/11/2016
Infraction,JH,25/11/2016
Infraction,LJB,25/11/2016
Incomplete Work,ARE,25/11/2016
Incomplete Work,ARE,25/11/2016
Incomplete Work,ARE,25/11/2016
