Category code,Category,Staff code,Date
EXC7IN,Academic EXC Independent,ADD,21/11/2016
EXC7IN,Academic EXC Independent,ADD,21/11/2016
EXC7IN,Academic EXC Independent,ADD,21/11/2016
EXC7IN,Academic EXC Independent,ADD,21/11/2016
INCWOR,Incomplete Work,ARE,21/11/2016
INCWOR,Incomplete Work,ARE,21/11/2016
INF,Infraction,AGSD,21/11/2016
INF,Infraction,AGSD,21/11/2016
EXCACT,Co-Curricular EXC General,AGSD,21/11/2016
EXCACT,Co-Curricular EXC General,AGSD,21/11/2016
EXC7CT,Co-Curricular EXC Creative,ARE,21/11/2016
EXC7CT,Co-Curricular EXC Creative,ARE,21/11/2016
EXC7CT,Co-Curricular EXC Creative,ARE,21/11/2016
EXC7CT,Co-Curricular EXC Creative,ARE,21/11/2016
EXC7CT,Co-Curricular EXC Creative,ARE,21/11/2016
EXC7CT,Co-Curricular EXC Creative,ARE,21/11/2016
EXC7CR,Academic EXC Creative,DJB,21/11/2016
EXC7CR,Academic EXC Creative,DJB,21/11/2016
EXC7CR,Academic EXC Creative,DJB,21/11/2016
EXC7CR,Academic EXC Creative,DJB,21/11/2016
INCWOR,Incomplete Work,CDP,21/11/2016
INCWOR,Incomplete Work,CDP,21/11/2016
INCWOR,Incomplete Work,CDP,21/11/2016
EXC7MO,Academic EXC Motivated,TWE,21/11/2016
EXC7MO,Academic EXC Motivated,TWE,21/11/2016
EXC7RE,Academic EXC Reflective,MJM,21/11/2016
INCWOR,Incomplete Work,PAW,21/11/2016
INF,Infraction,RAC,21/11/2016
INF,Infraction,RAC,21/11/2016
INF,Infraction,RAC,21/11/2016
INF,Infraction,TBB,21/11/2016
EXC7MO,Academic EXC Motivated,JLP,21/11/2016
EXC7MO,Academic EXC Motivated,JLP,21/11/2016
EXC7MO,Academic EXC Motivated,JLP,21/11/2016
EXC7MO,Academic EXC Motivated,JLP,21/11/2016
INF,Infraction,YDU,21/11/2016
INF,Infraction,CAF,21/11/2016
INF,Infraction,CAF,21/11/2016
INF,Infraction,CAF,21/11/2016
INF,Infraction,CAF,21/11/2016
EXC7OP,Academic EXC Open-minded,RAC,21/11/2016
INF,Infraction,CAF,21/11/2016
EXCCUR,Academic EXC General,GM,21/11/2016
EXC7CR,Academic EXC Creative,GM,21/11/2016
EXCCUR,Academic EXC General,GM,21/11/2016
INF,Infraction,GM,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
INF,Infraction,TBB,21/11/2016
EXC7DE,Academic EXC Determined,RD,21/11/2016
EXC7DE,Academic EXC Determined,RD,21/11/2016
EXC7DE,Academic EXC Determined,RD,21/11/2016
INF,Infraction,ECH,21/11/2016
INF,Infraction,ECH,21/11/2016
INF,Infraction,ECH,21/11/2016
INF,Infraction,ECH,21/11/2016
INF,Infraction,RCS,21/11/2016
INF,Infraction,RCS,21/11/2016
INF,Infraction,RCS,21/11/2016
INCWOR,Incomplete Work,PAW,21/11/2016
EXC7MO,Academic EXC Motivated,TWE,21/11/2016
EXC7MO,Academic EXC Motivated,TWE,21/11/2016
EXC7MO,Academic EXC Motivated,TWE,21/11/2016
EXC7CU,Academic EXC Curious,CAF,21/11/2016
INF,Infraction,DJB,21/11/2016
INF,Infraction,DJB,21/11/2016
INF,Infraction,JKC,21/11/2016
INF,Infraction,DJB,21/11/2016
INF,Infraction,DJB,21/11/2016
INF,Infraction,ARE,21/11/2016
INCWOR,Incomplete Work,JHP,21/11/2016
INCWOR,Incomplete Work,JR,21/11/2016
INCWOR,Incomplete Work,JR,21/11/2016
EXC7DE,Academic EXC Determined,JR,21/11/2016
EXC7DE,Academic EXC Determined,JR,21/11/2016
EXC7DE,Academic EXC Determined,JR,21/11/2016
EXC7DE,Academic EXC Determined,JR,21/11/2016
INCWOR,Incomplete Work,JHP,21/11/2016
INF,Infraction,JR,21/11/2016
INF,Infraction,JR,21/11/2016
EXC7DE,Academic EXC Determined,JHP,21/11/2016
EXC7DE,Academic EXC Determined,JHP,21/11/2016
INCWOR,Incomplete Work,PAW,21/11/2016
INCWOR,Incomplete Work,PAW,21/11/2016
EXC7CU,Academic EXC Curious,JHP,21/11/2016
EXC7CU,Academic EXC Curious,JHP,21/11/2016
EXC7CU,Academic EXC Curious,JHP,21/11/2016
EXC7IN,Academic EXC Independent,ERM,21/11/2016
EXC7DE,Academic EXC Determined,JHP,21/11/2016
EXC7DE,Academic EXC Determined,JHP,21/11/2016
EXC7DE,Academic EXC Determined,JHP,21/11/2016
EXC7DE,Academic EXC Determined,JHP,21/11/2016
EXC7DE,Academic EXC Determined,JHP,21/11/2016
EXC7DE,Academic EXC Determined,JHP,21/11/2016
EXC7DE,Academic EXC Determined,ERM,21/11/2016
EXC7DE,Academic EXC Determined,ERM,21/11/2016
INF,Infraction,ECH,21/11/2016
EXC7CR,Academic EXC Creative,MJM,21/11/2016
INF,Infraction,RME,21/11/2016
INF,Infraction,CAM,21/11/2016
EXC7CR,Academic EXC Creative,JEA,21/11/2016
EXC7CR,Academic EXC Creative,JEA,21/11/2016
INCWOR,Incomplete Work,JEA,21/11/2016
EXC7CR,Academic EXC Creative,JEA,21/11/2016
EXC7CR,Academic EXC Creative,JEA,21/11/2016
EXC7CR,Academic EXC Creative,JEA,21/11/2016
EXC7CR,Academic EXC Creative,JEA,21/11/2016
EXC7CR,Academic EXC Creative,JEA,21/11/2016
EXC7CR,Academic EXC Creative,JEA,21/11/2016
INF,Infraction,AM,21/11/2016
INF,Infraction,JH,21/11/2016
EXC7IN,Academic EXC Independent,TW,21/11/2016
EXC7IN,Academic EXC Independent,TW,21/11/2016
EXC7IN,Academic EXC Independent,TW,21/11/2016
EXC7IN,Academic EXC Independent,TW,21/11/2016
EXC7IN,Academic EXC Independent,TW,21/11/2016
EXC7CU,Academic EXC Curious,TW,21/11/2016
EXC7CU,Academic EXC Curious,TW,21/11/2016
EXC7CU,Academic EXC Curious,TW,21/11/2016
EXCCUR,Academic EXC General,TW,21/11/2016
EXCCUR,Academic EXC General,TW,21/11/2016
EXCCUR,Academic EXC General,TW,21/11/2016
EXCCUR,Academic EXC General,TW,21/11/2016
EXCCUR,Academic EXC General,TW,21/11/2016
EXCCUR,Academic EXC General,TW,21/11/2016
EXC7MO,Academic EXC Motivated,JKC,21/11/2016
INF,Infraction,RME,21/11/2016
INF,Infraction,RME,21/11/2016
INF,Infraction,RME,21/11/2016
INF,Infraction,RME,21/11/2016
EXC7CD,Co-Curricular EXC Determined,JRN,21/11/2016
EXC7CD,Co-Curricular EXC Determined,JRN,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
EXC7MO,Academic EXC Motivated,YDU,21/11/2016
INF,Infraction,LERM,21/11/2016
INF,Infraction,LERM,21/11/2016
INF,Infraction,LERM,21/11/2016
INF,Infraction,TBB,21/11/2016
INF,Infraction,TBB,21/11/2016
INF,Infraction,TBB,21/11/2016
EXC7DE,Academic EXC Determined,AH,21/11/2016
INF,Infraction,ASK,21/11/2016
INF,Infraction,ASK,21/11/2016
INF,Infraction,ASK,21/11/2016
EXC7CD,Co-Curricular EXC Determined,CMLK,21/11/2016
EXC7CD,Co-Curricular EXC Determined,CMLK,21/11/2016
EXC7CD,Co-Curricular EXC Determined,CMLK,21/11/2016
EXC7CU,Academic EXC Curious,LJA,21/11/2016
EXC7CU,Academic EXC Curious,LJA,21/11/2016
EXC7CU,Academic EXC Curious,LJA,21/11/2016
EXC7CU,Academic EXC Curious,LJA,21/11/2016
EXC7CU,Academic EXC Curious,DRM,21/11/2016
EXC7CU,Academic EXC Curious,DRM,21/11/2016
EXC7CU,Academic EXC Curious,DRM,21/11/2016
EXC7CU,Academic EXC Curious,DRM,21/11/2016
EXC7CU,Academic EXC Curious,DRM,21/11/2016
EXC7CU,Academic EXC Curious,DRM,21/11/2016
EXC7CU,Academic EXC Curious,DRM,21/11/2016
EXC7CU,Academic EXC Curious,DRM,21/11/2016
EXC7CU,Academic EXC Curious,DRM,21/11/2016
EXC7CU,Academic EXC Curious,DRM,21/11/2016
EXCUAC,Random Act of Kindness - Good College Spirit EXC,CMLK,21/11/2016
INCWOR,Incomplete Work,DJT,21/11/2016
INCWOR,Incomplete Work,SLK,22/11/2016
INF,Infraction,RAC,22/11/2016
INF,Infraction,HG,22/11/2016
INF,Infraction,RD,22/11/2016
EXC7CT,Co-Curricular EXC Creative,TWE,22/11/2016
EXC7CT,Co-Curricular EXC Creative,TWE,22/11/2016
EXC7CT,Co-Curricular EXC Creative,TWE,22/11/2016
EXC7CT,Co-Curricular EXC Creative,TWE,22/11/2016
EXC7CT,Co-Curricular EXC Creative,TWE,22/11/2016
EXC7CT,Co-Curricular EXC Creative,TWE,22/11/2016
EXC7MO,Academic EXC Motivated,CMLK,22/11/2016
INF,Infraction,CMLK,22/11/2016
EXC7MO,Academic EXC Motivated,CMLK,22/11/2016
INF,Infraction,CMLK,22/11/2016
INF,Infraction,CMLK,22/11/2016
INF,Infraction,CMLK,22/11/2016
EXCCUR,Academic EXC General,CAM,22/11/2016
EXCCUR,Academic EXC General,CAM,22/11/2016
EXCCUR,Academic EXC General,CAM,22/11/2016
EXC7IN,Academic EXC Independent,CMLK,22/11/2016
INF,Infraction,RAC,22/11/2016
EXCCUR,Academic EXC General,ARE,22/11/2016
EXC7CU,Academic EXC Curious,ARE,22/11/2016
INF,Infraction,MJM,22/11/2016
INF,Infraction,MJM,22/11/2016
INF,Infraction,MJM,22/11/2016
INF,Infraction,MJM,22/11/2016
INF,Infraction,MJM,22/11/2016
INF,Infraction,MJM,22/11/2016
INF,Infraction,MJM,22/11/2016
INF,Infraction,MJM,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7CM,Co-Curricular EXC Motivated,JLP,22/11/2016
EXC7DE,Academic EXC Determined,JLP,22/11/2016
EXC7DE,Academic EXC Determined,JLP,22/11/2016
EXC7DE,Academic EXC Determined,JLP,22/11/2016
EXC7DE,Academic EXC Determined,JLP,22/11/2016
INF,Infraction,CLK,22/11/2016
INF,Infraction,CLK,22/11/2016
EXC7MO,Academic EXC Motivated,TWE,22/11/2016
EXC7MO,Academic EXC Motivated,TWE,22/11/2016
EXC7MO,Academic EXC Motivated,TWE,22/11/2016
EXC7IN,Academic EXC Independent,TWE,22/11/2016
EXC7IN,Academic EXC Independent,TWE,22/11/2016
EXC7IN,Academic EXC Independent,TWE,22/11/2016
EXC7IN,Academic EXC Independent,TWE,22/11/2016
EXC7IN,Academic EXC Independent,TWE,22/11/2016
EXC7IN,Academic EXC Independent,TWE,22/11/2016
INF,Infraction,ARE,22/11/2016
EXC7CU,Academic EXC Curious,ARE,22/11/2016
EXCACT,Co-Curricular EXC General,JKC,22/11/2016
EXCACT,Co-Curricular EXC General,JKC,22/11/2016
INF,Infraction,HG,22/11/2016
INF,Infraction,CEA,22/11/2016
INF,Infraction,HG,22/11/2016
EXC7DE,Academic EXC Determined,JHP,22/11/2016
EXC7DE,Academic EXC Determined,JHP,22/11/2016
EXC7DE,Academic EXC Determined,JHP,22/11/2016
EXC7DE,Academic EXC Determined,JHP,22/11/2016
INF,Infraction,JHP,22/11/2016
EXC7DE,Academic EXC Determined,AMD,22/11/2016
EXC7DE,Academic EXC Determined,AMD,22/11/2016
EXC7DE,Academic EXC Determined,AMD,22/11/2016
EXC7DE,Academic EXC Determined,AMD,22/11/2016
EXC7DE,Academic EXC Determined,AMD,22/11/2016
INF,Infraction,ASK,22/11/2016
INF,Infraction,CEA,22/11/2016
EXCCUR,Academic EXC General,CEA,22/11/2016
EXCCUR,Academic EXC General,CEA,22/11/2016
EXCCUR,Academic EXC General,CEA,22/11/2016
INCWOR,Incomplete Work,GSL,22/11/2016
EXC7MO,Academic EXC Motivated,SP,22/11/2016
EXC7MO,Academic EXC Motivated,SP,22/11/2016
EXC7MO,Academic EXC Motivated,SP,22/11/2016
EXC7MO,Academic EXC Motivated,SP,22/11/2016
EXC7MO,Academic EXC Motivated,SP,22/11/2016
INF,Infraction,AFJH,22/11/2016
INCWOR,Incomplete Work,CMLK,22/11/2016
INCWOR,Incomplete Work,CMLK,22/11/2016
INCWOR,Incomplete Work,CMLK,22/11/2016
INCWOR,Incomplete Work,CMLK,22/11/2016
INCWOR,Incomplete Work,CMLK,22/11/2016
INCWOR,Incomplete Work,CMLK,22/11/2016
INCWOR,Incomplete Work,CMLK,22/11/2016
INF,Infraction,BJW,22/11/2016
INF,Infraction,BJW,22/11/2016
INF,Infraction,RME,22/11/2016
INF,Infraction,RME,22/11/2016
EXC7RE,Academic EXC Reflective,DJC,22/11/2016
INCWOR,Incomplete Work,DJC,22/11/2016
INCWOR,Incomplete Work,CDP,22/11/2016
INCWOR,Incomplete Work,CDP,22/11/2016
INCWOR,Incomplete Work,CDP,22/11/2016
INCWOR,Incomplete Work,CDP,22/11/2016
EXC7IN,Academic EXC Independent,JR,23/11/2016
INF,Infraction,JR,23/11/2016
EXC7MO,Academic EXC Motivated,JR,23/11/2016
EXC7OP,Academic EXC Open-minded,JR,23/11/2016
EXC7OP,Academic EXC Open-minded,JR,23/11/2016
EXC7OP,Academic EXC Open-minded,JR,23/11/2016
EXC7OP,Academic EXC Open-minded,JR,23/11/2016
EXC7OP,Academic EXC Open-minded,JR,23/11/2016
INF,Infraction,JAK,23/11/2016
INF,Infraction,JAK,23/11/2016
INF,Infraction,JKC,23/11/2016
INF,Infraction,JAK,23/11/2016
INF,Infraction,JAK,23/11/2016
EXCCUR,Academic EXC General,PWGM,23/11/2016
EXC7CR,Academic EXC Creative,SLK,23/11/2016
EXC7CR,Academic EXC Creative,SLK,23/11/2016
EXC7MO,Academic EXC Motivated,JH,23/11/2016
EXC7MO,Academic EXC Motivated,JH,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
EXC7DE,Academic EXC Determined,SP,23/11/2016
INF,Infraction,SAB,23/11/2016
EXC7DE,Academic EXC Determined,CEA,23/11/2016
EXC7DE,Academic EXC Determined,CEA,23/11/2016
EXC7DE,Academic EXC Determined,CEA,23/11/2016
EXC7DE,Academic EXC Determined,CEA,23/11/2016
EXC7DE,Academic EXC Determined,CEA,23/11/2016
EXC7DE,Academic EXC Determined,CEA,23/11/2016
INCWOR,Incomplete Work,PWGM,23/11/2016
INF,Infraction,MJM,23/11/2016
INF,Infraction,MJM,23/11/2016
INF,Infraction,MJM,23/11/2016
INF,Infraction,MJM,23/11/2016
INCWOR,Incomplete Work,BJW,23/11/2016
EXC7CR,Academic EXC Creative,DRM,23/11/2016
EXC7CR,Academic EXC Creative,DRM,23/11/2016
EXC7CR,Academic EXC Creative,DRM,23/11/2016
EXC7CR,Academic EXC Creative,DRM,23/11/2016
EXC7CR,Academic EXC Creative,DRM,23/11/2016
EXC7CR,Academic EXC Creative,DRM,23/11/2016
INF,Infraction,KDB,23/11/2016
EXC7IN,Academic EXC Independent,CLK,23/11/2016
INF,Infraction,JR,23/11/2016
EXC7DE,Academic EXC Determined,ERM,23/11/2016
EXC7CR,Academic EXC Creative,DRM,23/11/2016
EXC7CR,Academic EXC Creative,DRM,23/11/2016
EXC7CR,Academic EXC Creative,DRM,23/11/2016
EXC7OP,Academic EXC Open-minded,ECH,23/11/2016
EXC7OP,Academic EXC Open-minded,ECH,23/11/2016
EXC7OP,Academic EXC Open-minded,ECH,23/11/2016
EXC7OP,Academic EXC Open-minded,ECH,23/11/2016
EXC7CR,Academic EXC Creative,DRM,23/11/2016
EXC7IN,Academic EXC Independent,TWE,23/11/2016
EXC7DE,Academic EXC Determined,TWE,23/11/2016
EXC7DE,Academic EXC Determined,TWE,23/11/2016
EXC7DE,Academic EXC Determined,TWE,23/11/2016
EXC7DE,Academic EXC Determined,TWE,23/11/2016
EXC7DE,Academic EXC Determined,TWE,23/11/2016
EXC7CU,Academic EXC Curious,AWD,23/11/2016
EXC7MO,Academic EXC Motivated,AWD,23/11/2016
EXC7MO,Academic EXC Motivated,AWD,23/11/2016
EXC7MO,Academic EXC Motivated,AWD,23/11/2016
EXC7MO,Academic EXC Motivated,AWD,23/11/2016
INF,Infraction,CMLK,23/11/2016
INCWOR,Incomplete Work,PWGM,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
INF,Infraction,AWD,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
INF,Infraction,AWD,23/11/2016
INF,Infraction,AWD,23/11/2016
EXC7MO,Academic EXC Motivated,AWD,23/11/2016
EXC7MO,Academic EXC Motivated,AWD,23/11/2016
INCWOR,Incomplete Work,AWD,23/11/2016
INCWOR,Incomplete Work,AWD,23/11/2016
INCWOR,Incomplete Work,AWD,23/11/2016
INCWOR,Incomplete Work,AWD,23/11/2016
INCWOR,Incomplete Work,AWD,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
EXC7IN,Academic EXC Independent,AWD,23/11/2016
EXC7MO,Academic EXC Motivated,CEA,23/11/2016
EXC7CR,Academic EXC Creative,GM,23/11/2016
EXC7MO,Academic EXC Motivated,GM,23/11/2016
INF,Infraction,JLP,23/11/2016
INF,Infraction,RD,23/11/2016
EXC7CR,Academic EXC Creative,RME,23/11/2016
EXC7CR,Academic EXC Creative,RME,23/11/2016
EXC7CR,Academic EXC Creative,RME,23/11/2016
INCWOR,Incomplete Work,RMDJ,23/11/2016
INCWOR,Incomplete Work,RMDJ,23/11/2016
INCWOR,Incomplete Work,RMDJ,23/11/2016
EXCCUR,Academic EXC General,JKC,23/11/2016
EXCCUR,Academic EXC General,JKC,23/11/2016
EXCCUR,Academic EXC General,JKC,23/11/2016
INCWOR,Incomplete Work,ECH,23/11/2016
EXCCUR,Academic EXC General,DJR,23/11/2016
EXC7CT,Co-Curricular EXC Creative,DJR,23/11/2016
EXC7MO,Academic EXC Motivated,DJR,23/11/2016
EXC7MO,Academic EXC Motivated,KDB,24/11/2016
EXC7DE,Academic EXC Determined,KDB,24/11/2016
EXC7DE,Academic EXC Determined,KDB,24/11/2016
EXC7DE,Academic EXC Determined,RD,24/11/2016
INF,Infraction,AH,24/11/2016
INF,Infraction,AH,24/11/2016
EXC7MO,Academic EXC Motivated,ARE,24/11/2016
EXCCUR,Academic EXC General,APRD,24/11/2016
EXCCUR,Academic EXC General,APRD,24/11/2016
EXCCUR,Academic EXC General,APRD,24/11/2016
INCWOR,Incomplete Work,APRD,24/11/2016
EXCCUR,Academic EXC General,APRD,24/11/2016
EXCCUR,Academic EXC General,APRD,24/11/2016
EXCCUR,Academic EXC General,APRD,24/11/2016
EXCCUR,Academic EXC General,APRD,24/11/2016
EXCCUR,Academic EXC General,APRD,24/11/2016
EXCCUR,Academic EXC General,APRD,24/11/2016
EXCCUR,Academic EXC General,APRD,24/11/2016
EXCACT,Co-Curricular EXC General,SMC,24/11/2016
INCWOR,Incomplete Work,LJA,24/11/2016
EXC7DE,Academic EXC Determined,AH,24/11/2016
INF,Infraction,KDB,24/11/2016
EXC7DE,Academic EXC Determined,AH,24/11/2016
EXC7DE,Academic EXC Determined,JHP,24/11/2016
EXC7DE,Academic EXC Determined,JHP,24/11/2016
EXC7DE,Academic EXC Determined,JHP,24/11/2016
EXC7DE,Academic EXC Determined,JHP,24/11/2016
EXC7DE,Academic EXC Determined,JHP,24/11/2016
EXC7DE,Academic EXC Determined,JHP,24/11/2016
EXC7CR,Academic EXC Creative,SP,24/11/2016
EXC7CR,Academic EXC Creative,SP,24/11/2016
EXC7CR,Academic EXC Creative,SP,24/11/2016
EXC7CR,Academic EXC Creative,SP,24/11/2016
EXC7CR,Academic EXC Creative,SP,24/11/2016
EXC7CR,Academic EXC Creative,SP,24/11/2016
EXC7CR,Academic EXC Creative,SP,24/11/2016
EXC7MO,Academic EXC Motivated,TWE,24/11/2016
EXC7MO,Academic EXC Motivated,TWE,24/11/2016
EXC7MO,Academic EXC Motivated,TWE,24/11/2016
EXC7MO,Academic EXC Motivated,TWE,24/11/2016
EXC7MO,Academic EXC Motivated,TWE,24/11/2016
EXC7MO,Academic EXC Motivated,TWE,24/11/2016
EXC7MO,Academic EXC Motivated,TWE,24/11/2016
EXC7MO,Academic EXC Motivated,TWE,24/11/2016
EXC7MO,Academic EXC Motivated,TWE,24/11/2016
EXC7MO,Academic EXC Motivated,TWE,24/11/2016
EXC7DE,Academic EXC Determined,TWE,24/11/2016
EXC7DE,Academic EXC Determined,TWE,24/11/2016
EXC7DE,Academic EXC Determined,TWE,24/11/2016
EXC7DE,Academic EXC Determined,TWE,24/11/2016
EXC7DE,Academic EXC Determined,TWE,24/11/2016
EXC7DE,Academic EXC Determined,TWE,24/11/2016
INF,Infraction,RME,24/11/2016
INCWOR,Incomplete Work,AEM,24/11/2016
EXC7MO,Academic EXC Motivated,JLP,24/11/2016
EXC7MO,Academic EXC Motivated,JLP,24/11/2016
EXC7MO,Academic EXC Motivated,JLP,24/11/2016
EXC7MO,Academic EXC Motivated,JLP,24/11/2016
EXC7MO,Academic EXC Motivated,JLP,24/11/2016
EXC7MO,Academic EXC Motivated,JLP,24/11/2016
EXC7DE,Academic EXC Determined,LJC,24/11/2016
EXC7IN,Academic EXC Independent,GM,24/11/2016
EXC7IN,Academic EXC Independent,GM,24/11/2016
EXC7IN,Academic EXC Independent,GM,24/11/2016
INF,Infraction,JLP,24/11/2016
INF,Infraction,JLP,24/11/2016
EXC7MO,Academic EXC Motivated,PAW,24/11/2016
EXCCUR,Academic EXC General,GM,24/11/2016
EXCCUR,Academic EXC General,GM,24/11/2016
EXCCUR,Academic EXC General,GM,24/11/2016
EXC7MO,Academic EXC Motivated,PAW,24/11/2016
INCWOR,Incomplete Work,LJC,24/11/2016
INF,Infraction,SP,24/11/2016
EXC7DE,Academic EXC Determined,SP,24/11/2016
EXC7DE,Academic EXC Determined,SP,24/11/2016
INCWOR,Incomplete Work,JR,24/11/2016
INCWOR,Incomplete Work,JR,24/11/2016
EXC7MO,Academic EXC Motivated,JR,24/11/2016
EXC7MO,Academic EXC Motivated,JR,24/11/2016
EXC7MO,Academic EXC Motivated,CMLK,24/11/2016
EXC7MO,Academic EXC Motivated,CMLK,24/11/2016
EXC7MO,Academic EXC Motivated,CMLK,24/11/2016
INCWOR,Incomplete Work,JHP,24/11/2016
INCWOR,Incomplete Work,JHP,24/11/2016
INCWOR,Incomplete Work,JHP,24/11/2016
INCWOR,Incomplete Work,JHP,24/11/2016
INCWOR,Incomplete Work,JHP,24/11/2016
INCWOR,Incomplete Work,JHP,24/11/2016
INCWOR,Incomplete Work,JHP,24/11/2016
INCWOR,Incomplete Work,JHP,24/11/2016
INCWOR,Incomplete Work,JHP,24/11/2016
EXC7MO,Academic EXC Motivated,JHP,24/11/2016
EXC7MO,Academic EXC Motivated,JHP,24/11/2016
EXC7MO,Academic EXC Motivated,JHP,24/11/2016
EXCCUR,Academic EXC General,ADD,24/11/2016
EXCCUR,Academic EXC General,ADD,24/11/2016
EXCCUR,Academic EXC General,ADD,24/11/2016
EXCCUR,Academic EXC General,ADD,24/11/2016
EXCCUR,Academic EXC General,ADD,24/11/2016
INCWOR,Incomplete Work,HG,24/11/2016
INCWOR,Incomplete Work,HG,24/11/2016
INCWOR,Incomplete Work,HG,24/11/2016
EXC7CR,Academic EXC Creative,HG,24/11/2016
EXC7CR,Academic EXC Creative,HG,24/11/2016
EXC7CR,Academic EXC Creative,CAM,24/11/2016
EXC7IN,Academic EXC Independent,GM,24/11/2016
EXC7CR,Academic EXC Creative,CAM,24/11/2016
EXC7CR,Academic EXC Creative,CAM,24/11/2016
EXC7MO,Academic EXC Motivated,PMM,24/11/2016
EXC7MO,Academic EXC Motivated,PMM,24/11/2016
EXC7MO,Academic EXC Motivated,PMM,24/11/2016
EXC7MO,Academic EXC Motivated,PMM,24/11/2016
EXC7CU,Academic EXC Curious,ARE,24/11/2016
EXC7CU,Academic EXC Curious,ERM,24/11/2016
EXC7CU,Academic EXC Curious,ERM,24/11/2016
EXC7DE,Academic EXC Determined,SP,24/11/2016
EXC7DE,Academic EXC Determined,SP,24/11/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,24/11/2016
EXC7MO,Academic EXC Motivated,KNC,24/11/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,24/11/2016
INCWOR,Incomplete Work,JR,24/11/2016
EXC7CT,Co-Curricular EXC Creative,AWD,24/11/2016
INCWOR,Incomplete Work,AWD,24/11/2016
INCWOR,Incomplete Work,LJA,24/11/2016
INCWOR,Incomplete Work,LJA,24/11/2016
EXC7MO,Academic EXC Motivated,DJPS,24/11/2016
EXC7MO,Academic EXC Motivated,DJPS,24/11/2016
EXC7MO,Academic EXC Motivated,DJPS,24/11/2016
EXC7MO,Academic EXC Motivated,JR,24/11/2016
EXC7MO,Academic EXC Motivated,JR,24/11/2016
EXC7MO,Academic EXC Motivated,JR,24/11/2016
