Category code,Category,Staff code,Date
EXC7IN,Academic EXC Independent,CLK,04/10/2016
EXC7IN,Academic EXC Independent,CLK,04/10/2016
EXC7IN,Academic EXC Independent,CLK,04/10/2016
EXCCUR,Academic EXC General,KFS,04/10/2016
EXCCUR,Academic EXC General,KFS,04/10/2016
EXCCUR,Academic EXC General,KFS,04/10/2016
EXCCUR,Academic EXC General,KFS,04/10/2016
EXCCUR,Academic EXC General,KFS,04/10/2016
EXCCUR,Academic EXC General,KFS,04/10/2016
EXC7MO,Academic EXC Motivated,YDU,04/10/2016
EXC7MO,Academic EXC Motivated,YDU,04/10/2016
EXC7MO,Academic EXC Motivated,YDU,04/10/2016
EXC7MO,Academic EXC Motivated,YDU,04/10/2016
EXC7MO,Academic EXC Motivated,YDU,04/10/2016
EXC7MO,Academic EXC Motivated,YDU,04/10/2016
EXC7MO,Academic EXC Motivated,YDU,04/10/2016
EXC7MO,Academic EXC Motivated,YDU,04/10/2016
INCWOR,Incomplete Work,BJW,04/10/2016
INCWOR,Incomplete Work,BJW,04/10/2016
EXC7MO,Academic EXC Motivated,ARE,04/10/2016
INCWOR,Incomplete Work,ARE,04/10/2016
INCWOR,Incomplete Work,ARE,04/10/2016
INCWOR,Incomplete Work,ARE,04/10/2016
INCWOR,Incomplete Work,ARE,04/10/2016
INCWOR,Incomplete Work,ARE,04/10/2016
EXCCUR,Academic EXC General,ARE,04/10/2016
INCWOR,Incomplete Work,CMLK,04/10/2016
INCWOR,Incomplete Work,CMLK,04/10/2016
EXCCUR,Academic EXC General,GSL,04/10/2016
INCWOR,Incomplete Work,AM,04/10/2016
EXC7CR,Academic EXC Creative,JEA,04/10/2016
EXC7CR,Academic EXC Creative,JEA,04/10/2016
EXC7CR,Academic EXC Creative,JEA,04/10/2016
EXC7CR,Academic EXC Creative,JEA,04/10/2016
EXC7CR,Academic EXC Creative,JEA,04/10/2016
EXC7CR,Academic EXC Creative,JEA,04/10/2016
EXC7CR,Academic EXC Creative,JEA,04/10/2016
EXCCUR,Academic EXC General,PWGM,04/10/2016
EXCCUR,Academic EXC General,PWGM,04/10/2016
EXCCUR,Academic EXC General,PWGM,04/10/2016
EXCCUR,Academic EXC General,PWGM,04/10/2016
EXCCUR,Academic EXC General,PWGM,04/10/2016
EXCCUR,Academic EXC General,PWGM,04/10/2016
EXCCUR,Academic EXC General,AM,04/10/2016
EXC7MO,Academic EXC Motivated,SLK,04/10/2016
INCWOR,Incomplete Work,SLK,04/10/2016
INCWOR,Incomplete Work,SLK,04/10/2016
EXC7IN,Academic EXC Independent,DRM,04/10/2016
EXC7IN,Academic EXC Independent,DRM,04/10/2016
EXC7IN,Academic EXC Independent,DRM,04/10/2016
EXC7IN,Academic EXC Independent,DRM,04/10/2016
EXC7IN,Academic EXC Independent,DRM,04/10/2016
EXC7IN,Academic EXC Independent,DRM,04/10/2016
EXC7IN,Academic EXC Independent,DRM,04/10/2016
EXC7OP,Academic EXC Open-minded,DRM,04/10/2016
EXC7OP,Academic EXC Open-minded,DRM,04/10/2016
EXC7OP,Academic EXC Open-minded,DRM,04/10/2016
EXC7OP,Academic EXC Open-minded,DRM,04/10/2016
EXC7MO,Academic EXC Motivated,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
EXC7RE,Academic EXC Reflective,ERM,04/10/2016
INF,Infraction,AWD,04/10/2016
INCWOR,Incomplete Work,AWD,04/10/2016
INCWOR,Incomplete Work,AWD,04/10/2016
EXC7MO,Academic EXC Motivated,AWD,04/10/2016
EXCCUR,Academic EXC General,JH,04/10/2016
EXCCUR,Academic EXC General,JH,04/10/2016
EXCCUR,Academic EXC General,JH,04/10/2016
EXCCUR,Academic EXC General,JH,04/10/2016
EXCCUR,Academic EXC General,JH,04/10/2016
EXCCUR,Academic EXC General,JH,04/10/2016
INCWOR,Incomplete Work,TW,04/10/2016
INCWOR,Incomplete Work,TW,04/10/2016
INCWOR,Incomplete Work,TW,04/10/2016
INCWOR,Incomplete Work,TW,04/10/2016
INCWOR,Incomplete Work,TW,04/10/2016
EXC7DE,Academic EXC Determined,AWD,04/10/2016
EXC7DE,Academic EXC Determined,AWD,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,RMDJ,04/10/2016
EXC7MO,Academic EXC Motivated,DRM,04/10/2016
EXC7MO,Academic EXC Motivated,DRM,04/10/2016
EXC7MO,Academic EXC Motivated,DRM,04/10/2016
EXC7MO,Academic EXC Motivated,DRM,04/10/2016
EXC7OP,Academic EXC Open-minded,DRM,04/10/2016
EXC7OP,Academic EXC Open-minded,DRM,04/10/2016
EXC7OP,Academic EXC Open-minded,DRM,04/10/2016
EXC7OP,Academic EXC Open-minded,DRM,04/10/2016
EXC7OP,Academic EXC Open-minded,DRM,04/10/2016
INCWOR,Incomplete Work,PAW,04/10/2016
INF,Infraction,TBB,04/10/2016
INF,Infraction,TBB,04/10/2016
INF,Infraction,TBB,04/10/2016
INF,Infraction,TBB,04/10/2016
INF,Infraction,ARE,04/10/2016
INF,Infraction,TBB,04/10/2016
EXC7MO,Academic EXC Motivated,ADD,04/10/2016
EXC7MO,Academic EXC Motivated,ADD,04/10/2016
EXC7MO,Academic EXC Motivated,ADD,04/10/2016
INCWOR,Incomplete Work,CMLK,04/10/2016
INCWOR,Incomplete Work,CMLK,04/10/2016
INCWOR,Incomplete Work,CMLK,04/10/2016
EXC7IN,Academic EXC Independent,DJPS,04/10/2016
EXC7IN,Academic EXC Independent,DJPS,04/10/2016
EXC7IN,Academic EXC Independent,DJPS,04/10/2016
INCWOR,Incomplete Work,DJPS,04/10/2016
INCWOR,Incomplete Work,DJPS,04/10/2016
INCWOR,Incomplete Work,DJPS,04/10/2016
EXC7MO,Academic EXC Motivated,KNC,04/10/2016
EXC7MO,Academic EXC Motivated,KNC,04/10/2016
EXC7MO,Academic EXC Motivated,KNC,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,04/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,04/10/2016
EXC7MO,Academic EXC Motivated,PMM,04/10/2016
EXC7MO,Academic EXC Motivated,PMM,04/10/2016
EXC7MO,Academic EXC Motivated,PMM,04/10/2016
EXC7MO,Academic EXC Motivated,PMM,04/10/2016
EXC7MO,Academic EXC Motivated,PMM,04/10/2016
EXC7MO,Academic EXC Motivated,PMM,04/10/2016
EXCCUR,Academic EXC General,PMM,04/10/2016
EXCCUR,Academic EXC General,PMM,04/10/2016
EXCCUR,Academic EXC General,PMM,04/10/2016
EXCCUR,Academic EXC General,PMM,04/10/2016
EXCCUR,Academic EXC General,PMM,04/10/2016
INCWOR,Incomplete Work,JLP,04/10/2016
EXC7MO,Academic EXC Motivated,ARE,04/10/2016
EXC7DE,Academic EXC Determined,ARE,04/10/2016
INCWOR,Incomplete Work,AWD,04/10/2016
EXC7OP,Academic EXC Open-minded,AH,04/10/2016
INF,Infraction,DJC,04/10/2016
EXC7CD,Co-Curricular EXC Determined,CAM,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
EXCUAC,Random Act of Kindness - Good College Spirit EXC,SLK,05/10/2016
INF,Infraction,CLK,05/10/2016
INF,Infraction,CLK,05/10/2016
INF,Infraction,CLK,05/10/2016
INF,Infraction,CLK,05/10/2016
EXC7MO,Academic EXC Motivated,BJW,05/10/2016
EXC7CM,Co-Curricular EXC Motivated,BJW,05/10/2016
EXC7CM,Co-Curricular EXC Motivated,BJW,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7DE,Academic EXC Determined,SP,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
EXC7MO,Academic EXC Motivated,AWD,05/10/2016
EXC7MO,Academic EXC Motivated,AWD,05/10/2016
EXC7MO,Academic EXC Motivated,AWD,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7MO,Academic EXC Motivated,JLP,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
EXC7CT,Co-Curricular EXC Creative,JAK,05/10/2016
INF,Infraction,RD,05/10/2016
EXCCUR,Academic EXC General,KFS,05/10/2016
EXCCUR,Academic EXC General,KFS,05/10/2016
EXC7MO,Academic EXC Motivated,TWE,05/10/2016
EXC7DE,Academic EXC Determined,TWE,05/10/2016
EXC7DE,Academic EXC Determined,TWE,05/10/2016
EXC7DE,Academic EXC Determined,TWE,05/10/2016
EXC7DE,Academic EXC Determined,TWE,05/10/2016
EXC7DE,Academic EXC Determined,TWE,05/10/2016
EXC7DE,Academic EXC Determined,TWE,05/10/2016
EXC7CR,Academic EXC Creative,CMLK,05/10/2016
EXC7MO,Academic EXC Motivated,PMM,05/10/2016
EXC7MO,Academic EXC Motivated,PMM,05/10/2016
EXC7IN,Academic EXC Independent,RME,05/10/2016
INF,Infraction,PMM,05/10/2016
EXC7CR,Academic EXC Creative,AWD,05/10/2016
EXC7CR,Academic EXC Creative,AWD,05/10/2016
EXC7IN,Academic EXC Independent,ERM,05/10/2016
EXC7IN,Academic EXC Independent,ERM,05/10/2016
EXC7IN,Academic EXC Independent,ERM,05/10/2016
EXC7IN,Academic EXC Independent,ERM,05/10/2016
EXC7MO,Academic EXC Motivated,PAW,05/10/2016
EXC7CR,Academic EXC Creative,DRM,05/10/2016
EXC7CR,Academic EXC Creative,DRM,05/10/2016
EXC7IN,Academic EXC Independent,JH,05/10/2016
EXC7IN,Academic EXC Independent,JH,05/10/2016
EXC7IN,Academic EXC Independent,JH,05/10/2016
EXC7IN,Academic EXC Independent,JH,05/10/2016
EXC7IN,Academic EXC Independent,JH,05/10/2016
EXC7IN,Academic EXC Independent,JH,05/10/2016
EXC7IN,Academic EXC Independent,JH,05/10/2016
EXC7MO,Academic EXC Motivated,CMLK,05/10/2016
EXC7MO,Academic EXC Motivated,CMLK,05/10/2016
INF,Infraction,CMLK,05/10/2016
EXC7MO,Academic EXC Motivated,RCS,05/10/2016
INCWOR,Incomplete Work,RCS,05/10/2016
EXCCUR,Academic EXC General,RD,05/10/2016
EXC7DE,Academic EXC Determined,NJB,05/10/2016
EXC7MO,Academic EXC Motivated,NJB,05/10/2016
EXC7MO,Academic EXC Motivated,NJB,05/10/2016
EXC7MO,Academic EXC Motivated,NJB,05/10/2016
EXC7MO,Academic EXC Motivated,NJB,05/10/2016
EXC7MO,Academic EXC Motivated,NJB,05/10/2016
EXC7MO,Academic EXC Motivated,NJB,05/10/2016
EXC7MO,Academic EXC Motivated,NJB,05/10/2016
EXC7MO,Academic EXC Motivated,NJB,05/10/2016
EXC7MO,Academic EXC Motivated,NJB,05/10/2016
EXCCUR,Academic EXC General,CAM,05/10/2016
EXCUAC,Random Act of Kindness - Good College Spirit EXC,LMP,05/10/2016
INCWOR,Incomplete Work,AWD,05/10/2016
INCWOR,Incomplete Work,AWD,05/10/2016
EXC7IN,Academic EXC Independent,AWD,05/10/2016
EXC7IN,Academic EXC Independent,AWD,05/10/2016
EXC7IN,Academic EXC Independent,AWD,05/10/2016
EXC7CR,Academic EXC Creative,AWD,05/10/2016
EXC7MO,Academic EXC Motivated,AWD,05/10/2016
EXC7CT,Co-Curricular EXC Creative,ARE,05/10/2016
EXC7CT,Co-Curricular EXC Creative,ARE,05/10/2016
EXCCUR,Academic EXC General,GSL,05/10/2016
EXCCUR,Academic EXC General,GSL,05/10/2016
EXCCUR,Academic EXC General,GSL,05/10/2016
INF,Infraction,YDU,05/10/2016
INF,Infraction,YDU,05/10/2016
EXC7OP,Academic EXC Open-minded,DRM,05/10/2016
EXC7OP,Academic EXC Open-minded,DRM,05/10/2016
EXC7OP,Academic EXC Open-minded,DRM,05/10/2016
EXC7OP,Academic EXC Open-minded,DRM,05/10/2016
EXC7OP,Academic EXC Open-minded,DRM,05/10/2016
EXC7OP,Academic EXC Open-minded,DRM,05/10/2016
EXC7OP,Academic EXC Open-minded,DRM,05/10/2016
EXC7OP,Academic EXC Open-minded,DRM,05/10/2016
EXCCUR,Academic EXC General,DJC,05/10/2016
INCWOR,Incomplete Work,DJC,05/10/2016
EXC7CR,Academic EXC Creative,DJPS,06/10/2016
EXC7CR,Academic EXC Creative,DJPS,06/10/2016
EXC7DE,Academic EXC Determined,DJPS,06/10/2016
EXC7DE,Academic EXC Determined,DJPS,06/10/2016
EXC7DE,Academic EXC Determined,DJPS,06/10/2016
EXC7DE,Academic EXC Determined,DJPS,06/10/2016
EXC7DE,Academic EXC Determined,DJPS,06/10/2016
INCWOR,Incomplete Work,DJPS,06/10/2016
EXCUAC,Random Act of Kindness - Good College Spirit EXC,SLK,06/10/2016
EXC7CD,Co-Curricular EXC Determined,KNC,06/10/2016
EXC7CD,Co-Curricular EXC Determined,KNC,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7IN,Academic EXC Independent,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7MO,Academic EXC Motivated,YDU,06/10/2016
EXC7IN,Academic EXC Independent,PAW,06/10/2016
INCWOR,Incomplete Work,ECH,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
INF,Infraction,LJC,06/10/2016
INF,Infraction,LJC,06/10/2016
EXC7RE,Academic EXC Reflective,DJB,06/10/2016
EXC7RE,Academic EXC Reflective,DJB,06/10/2016
EXC7RE,Academic EXC Reflective,DJB,06/10/2016
EXC7RE,Academic EXC Reflective,DJB,06/10/2016
EXC7IN,Academic EXC Independent,RME,06/10/2016
EXCCUR,Academic EXC General,KFS,06/10/2016
EXCCUR,Academic EXC General,KFS,06/10/2016
EXCCUR,Academic EXC General,KFS,06/10/2016
INF,Infraction,KFS,06/10/2016
EXC7MO,Academic EXC Motivated,TWE,06/10/2016
EXC7MO,Academic EXC Motivated,TWE,06/10/2016
EXC7MO,Academic EXC Motivated,TWE,06/10/2016
EXC7MO,Academic EXC Motivated,TWE,06/10/2016
EXC7MO,Academic EXC Motivated,TWE,06/10/2016
EXC7MO,Academic EXC Motivated,TWE,06/10/2016
INCWOR,Incomplete Work,RMDJ,06/10/2016
EXC7CR,Academic EXC Creative,DRM,06/10/2016
EXC7CR,Academic EXC Creative,DRM,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
EXC7CR,Academic EXC Creative,SP,06/10/2016
INF,Infraction,SS,06/10/2016
INF,Infraction,PMM,06/10/2016
INF,Infraction,PMM,06/10/2016
INF,Infraction,PMM,06/10/2016
INF,Infraction,PMM,06/10/2016
EXC7DE,Academic EXC Determined,ADD,06/10/2016
EXC7DE,Academic EXC Determined,ADD,06/10/2016
INF,Infraction,RAC,06/10/2016
INF,Infraction,RAC,06/10/2016
INF,Infraction,RAC,06/10/2016
INF,Infraction,RAC,06/10/2016
EXCCUR,Academic EXC General,SLK,06/10/2016
EXCCUR,Academic EXC General,SLK,06/10/2016
EXCCUR,Academic EXC General,SLK,06/10/2016
EXCCUR,Academic EXC General,SLK,06/10/2016
INF,Infraction,CMLK,06/10/2016
INF,Infraction,CMLK,06/10/2016
INF,Infraction,CMLK,06/10/2016
INF,Infraction,CMLK,06/10/2016
INF,Infraction,CMLK,06/10/2016
INF,Infraction,CMLK,06/10/2016
EXC7DE,Academic EXC Determined,ARE,06/10/2016
EXC7OP,Academic EXC Open-minded,ARE,06/10/2016
INF,Infraction,RD,06/10/2016
INF,Infraction,RD,06/10/2016
EXC7CD,Co-Curricular EXC Determined,GJH,06/10/2016
EXCCUR,Academic EXC General,RD,06/10/2016
EXC7CD,Co-Curricular EXC Determined,GJH,06/10/2016
EXC7CR,Academic EXC Creative,JEA,06/10/2016
EXCCUR,Academic EXC General,RD,06/10/2016
EXCCUR,Academic EXC General,RD,06/10/2016
EXC7CR,Academic EXC Creative,JEA,06/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,06/10/2016
EXC7CM,Co-Curricular EXC Motivated,KNC,06/10/2016
EXC7CR,Academic EXC Creative,JEA,06/10/2016
EXC7IN,Academic EXC Independent,JEA,06/10/2016
INCWOR,Incomplete Work,JEA,06/10/2016
INCWOR,Incomplete Work,JEA,06/10/2016
EXC7IN,Academic EXC Independent,JKC,06/10/2016
EXC7DE,Academic EXC Determined,JKC,06/10/2016
INF,Infraction,JEA,06/10/2016
INF,Infraction,JEA,06/10/2016
EXC7MO,Academic EXC Motivated,JKC,06/10/2016
INF,Infraction,JKC,06/10/2016
INF,Infraction,JKC,06/10/2016
INF,Infraction,JEA,06/10/2016
INF,Infraction,JKC,06/10/2016
EXCCUR,Academic EXC General,ERM,06/10/2016
EXCCUR,Academic EXC General,ERM,06/10/2016
EXCCUR,Academic EXC General,ERM,06/10/2016
EXCCUR,Academic EXC General,ERM,06/10/2016
INCWOR,Incomplete Work,LJC,06/10/2016
EXCACT,Co-Curricular EXC General,SLK,06/10/2016
EXCACT,Co-Curricular EXC General,SLK,06/10/2016
EXCACT,Co-Curricular EXC General,SLK,06/10/2016
EXCACT,Co-Curricular EXC General,SLK,06/10/2016
EXCACT,Co-Curricular EXC General,SLK,06/10/2016
INCWOR,Incomplete Work,LJC,06/10/2016
INCWOR,Incomplete Work,LJC,06/10/2016
INCWOR,Incomplete Work,LJC,06/10/2016
INCWOR,Incomplete Work,LJC,06/10/2016
EXCACT,Co-Curricular EXC General,PSJ,06/10/2016
EXCACT,Co-Curricular EXC General,PSJ,06/10/2016
EXCACT,Co-Curricular EXC General,PSJ,06/10/2016
INCWOR,Incomplete Work,LJC,06/10/2016
INCWOR,Incomplete Work,LJC,06/10/2016
INCWOR,Incomplete Work,LJC,06/10/2016
EXC7RE,Academic EXC Reflective,JR,06/10/2016
EXC7IN,Academic EXC Independent,AWD,06/10/2016
EXC7IN,Academic EXC Independent,AWD,06/10/2016
INCWOR,Incomplete Work,JR,06/10/2016
EXC7DE,Academic EXC Determined,JR,06/10/2016
EXC7MO,Academic EXC Motivated,JR,06/10/2016
EXC7MO,Academic EXC Motivated,AWD,06/10/2016
EXC7CR,Academic EXC Creative,HG,06/10/2016
EXC7MO,Academic EXC Motivated,DJR,06/10/2016
EXC7MO,Academic EXC Motivated,DJR,06/10/2016
EXC7CR,Academic EXC Creative,SS,07/10/2016
INCWOR,Incomplete Work,CAF,07/10/2016
EXC7CR,Academic EXC Creative,SP,07/10/2016
EXC7CR,Academic EXC Creative,SP,07/10/2016
EXC7CR,Academic EXC Creative,SP,07/10/2016
EXC7CR,Academic EXC Creative,SP,07/10/2016
EXC7CR,Academic EXC Creative,SP,07/10/2016
EXC7CR,Academic EXC Creative,SP,07/10/2016
INF,Infraction,CMLK,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
EXC7MO,Academic EXC Motivated,PMM,07/10/2016
INF,Infraction,RAC,07/10/2016
INF,Infraction,RAC,07/10/2016
INCWOR,Incomplete Work,ERM,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INCWOR,Incomplete Work,ARE,07/10/2016
INF,Infraction,RAC,07/10/2016
INF,Infraction,RAC,07/10/2016
INF,Infraction,RAC,07/10/2016
INF,Infraction,RAC,07/10/2016
INCWOR,Incomplete Work,TWE,07/10/2016
INCWOR,Incomplete Work,PMM,07/10/2016
INCWOR,Incomplete Work,PMM,07/10/2016
INCWOR,Incomplete Work,PMM,07/10/2016
EXC7DE,Academic EXC Determined,PMM,07/10/2016
EXC7DE,Academic EXC Determined,PMM,07/10/2016
EXC7DE,Academic EXC Determined,PMM,07/10/2016
EXC7IN,Academic EXC Independent,DJPS,07/10/2016
EXCACT,Co-Curricular EXC General,CMLK,07/10/2016
EXCACT,Co-Curricular EXC General,CMLK,07/10/2016
EXCACT,Co-Curricular EXC General,CMLK,07/10/2016
EXC7IN,Academic EXC Independent,DJPS,07/10/2016
EXCACT,Co-Curricular EXC General,CMLK,07/10/2016
EXCACT,Co-Curricular EXC General,CMLK,07/10/2016
EXCACT,Co-Curricular EXC General,CMLK,07/10/2016
EXCACT,Co-Curricular EXC General,CMLK,07/10/2016
EXC7MO,Academic EXC Motivated,DJPS,07/10/2016
EXC7MO,Academic EXC Motivated,DJPS,07/10/2016
EXC7MO,Academic EXC Motivated,DJPS,07/10/2016
EXC7MO,Academic EXC Motivated,DJPS,07/10/2016
INCWOR,Incomplete Work,ASK,07/10/2016
INF,Infraction,ASK,07/10/2016
INF,Infraction,JLP,07/10/2016
EXC7RE,Academic EXC Reflective,ARE,07/10/2016
EXC7MO,Academic EXC Motivated,ARE,07/10/2016
INF,Infraction,RMDJ,07/10/2016
INF,Infraction,RMDJ,07/10/2016
EXC7MO,Academic EXC Motivated,JHP,07/10/2016
EXC7MO,Academic EXC Motivated,JHP,07/10/2016
EXC7MO,Academic EXC Motivated,JHP,07/10/2016
EXC7MO,Academic EXC Motivated,JHP,07/10/2016
EXC7MO,Academic EXC Motivated,JHP,07/10/2016
EXC7MO,Academic EXC Motivated,JHP,07/10/2016
INF,Infraction,JHP,07/10/2016
EXC7DE,Academic EXC Determined,SP,07/10/2016
EXC7CR,Academic EXC Creative,LJA,07/10/2016
INF,Infraction,TMA,07/10/2016
INCWOR,Incomplete Work,PWGM,07/10/2016
EXC7CR,Academic EXC Creative,CEA,07/10/2016
EXC7CR,Academic EXC Creative,CEA,07/10/2016
EXC7CR,Academic EXC Creative,CEA,07/10/2016
EXC7CR,Academic EXC Creative,CEA,07/10/2016
EXC7CR,Academic EXC Creative,CEA,07/10/2016
EXC7DE,Academic EXC Determined,DJB,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7IN,Academic EXC Independent,AWD,07/10/2016
EXC7CI,Co-Curricular EXC Independent,AWD,07/10/2016
INCWOR,Incomplete Work,AWD,07/10/2016
INCWOR,Incomplete Work,AWD,07/10/2016
INF,Infraction,AWD,07/10/2016
EXC7CU,Academic EXC Curious,AWD,07/10/2016
EXC7CU,Academic EXC Curious,AWD,07/10/2016
EXC7CU,Academic EXC Curious,AWD,07/10/2016
